action_id,action_name,n_findings,n_docs,signal_type,signal_relation,signal_strength,document_name,source_url,document_type,doc_relevance,explicitness,page,evidence_text,location_scope,location_code
icare_0074,Adopt industrial energy efficiency technologies,10,2,action,commits,low,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,58,"protege de manera directa a los glaciares, sea cual sea su forma, prohibiendo todo tipo de actividad que implique su remoción, traslado o cubrimiento con material de desmontes y/o escombros",national,CL
icare_0074,Adopt industrial energy efficiency technologies,10,2,action,commits,low,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,58,Realiza un proceso de participación con todos los pueblos indígenas de acuerdo al convenio 169 de la OIT,national,CL
icare_0074,Adopt industrial energy efficiency technologies,10,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,58,desarrollar un Plan de Adaptación al Cambio Climático para el Sector Minería el año 2022,national,CL
ipcc_0056,Reduce and prevent degradation and conversion of Grasslands and Savannas,20,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,58,"protege de manera directa a los glaciares, sea cual sea su forma, prohibiendo todo tipo de actividad que implique su remoción, traslado o cubrimiento con material de desmontes y/o escombros",national,CL
icare_0074,Adopt industrial energy efficiency technologies,10,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,59,contar con un Plan de Adaptación y Mitigación al Cambio Climático del Sector Minero en línea con el Acuerdo de París y PANCC,national,CL
icare_0074,Adopt industrial energy efficiency technologies,10,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,59,priorizar la elaboración de un plan de acción tecnológico del sector minero,national,CL
ipcc_0056,Reduce and prevent degradation and conversion of Grasslands and Savannas,20,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,59,contar con un Plan de Adaptación y Mitigación al Cambio Climático del Sector Minero en línea con el Acuerdo de París y PANCC,national,CL
ipcc_0056,Reduce and prevent degradation and conversion of Grasslands and Savannas,20,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,inferred,59,priorizar la elaboración de un plan de acción tecnológico del sector minero,national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,60,"Al 2025, elaborar y ejecutar un plan de capacitaciones para las instituciones del MINAGRI y los Comités técnicos regionales de cambio climático del sector silvoagropecuario.",national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,target,targets,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,60,"Al 2025, elaborar y ejecutar un plan de capacitaciones para las instituciones del MINAGRI y los Comités técnicos regionales de cambio climático del sector silvoagropecuario.",national,CL
icare_0099,Increase local participation in Agroecological Certification Programmes,13,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,60,"Al 2025, elaborar y ejecutar un plan de capacitaciones para las instituciones del MINAGRI y los Comités técnicos regionales de cambio climático del sector silvoagropecuario.",national,CL
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,15,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,60,"Al 2025, elaborar y ejecutar un plan de capacitaciones para las instituciones del MINAGRI y los Comités técnicos regionales de cambio climático del sector silvoagropecuario.",national,CL
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,14,1,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,60,"Al 2025, elaborar y ejecutar un plan de capacitaciones para las instituciones del MINAGRI y los Comités técnicos regionales de cambio climático del sector silvoagropecuario.",national,CL
icare_0132,Encourage Local Agroecological Production and Short Supply Chains,13,1,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,60,"Al 2025, elaborar y ejecutar un plan de capacitaciones para las instituciones del MINAGRI y los Comités técnicos regionales de cambio climático del sector silvoagropecuario.",national,CL
ipcc_0064,Reduce methane emissions from enteric fermentation in livestock,11,1,target,targets,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,60,"Al 2025, elaborar y ejecutar un plan de capacitaciones para las instituciones del MINAGRI y los Comités técnicos regionales de cambio climático del sector silvoagropecuario.",national,CL
ipcc_0070,Reduce food loss and waste,5,1,target,targets,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,low,explicit,60,"Al 2025, elaborar y ejecutar un plan de capacitaciones para las instituciones del MINAGRI y los Comités técnicos regionales de cambio climático del sector silvoagropecuario.",national,CL
icare_0033,Install biodigesters in rural properties,7,1,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, mantener la línea de fondos concursables de FIA en innovación para la adaptación al cambio climático.",national,CL
icare_0033,Install biodigesters in rural properties,7,1,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, contar con un 75% de los purines de cerdos con tratamientos de abatimiento para emisiones de GEI (Planta de lodos activados, biodigestores y/o biofiltros).",national,CL
icare_0033,Install biodigesters in rural properties,7,1,target,targets,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, contar con un diagnóstico sobre la extensión rural del MINAGRI en materia de cambio climático.",national,CL
icare_0033,Install biodigesters in rural properties,7,1,target,targets,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, actualizar el plan de capacitaciones, considerando al menos 4 capacitaciones anuales, donde una de ellas sea sobre aspectos de género y cambio climático y se incorpore el conocimiento tradicional y cambio climático.",national,CL
icare_0033,Install biodigesters in rural properties,7,1,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, contar con estándares de sustentabilidad para los sectores avícola, porcino y lechero, que incorporen requerimientos relacionados a la acción climática.",national,CL
icare_0033,Install biodigesters in rural properties,7,1,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, aumentar en al menos un 30% la cantidad de biodigestores instalados en el sector porcino respecto del 2021.",national,CL
icare_0033,Install biodigesters in rural properties,7,1,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, evaluar la implementación de las prácticas de mitigación en los programas de mejoramiento agroambiental del suelo, y evaluar la incorporación de nuevas prácticas.",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2025, elaborar un plan de I+D+i del MINAGRI para la acción climática alineado con la Estrategia de Desarrollo y Transferencia Tecnológica para el Cambio Climático del Ministerio de Ciencia.",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2025, incorporar prácticas que aporten a mitigar los impactos del cambio climático en programas para el mejoramiento agroambiental de los suelos.",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2050, contar con al menos 1.000 pequeños productores/as que son usuarios de MINAGRI, capacitados al año en materias de cambio climático, a partir del año 2025.",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2050, actualizar el plan de capacitaciones para las instituciones del MINAGRI y los Comités técnicos regionales de cambio climático del sector Silvoagropecuario.",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2030, actualizar el plan de capacitaciones, considerando al menos 4 capacitaciones anuales, donde una de ellas sea sobre aspectos de género y cambio climático y se incorpore el conocimiento tradicional y cambio climático.",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,action,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2030, actualizar los programas de desarrollo de capacidades en adaptación del cambio climático.",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2025, contar con un 75% de los purines de cerdos con tratamientos de abatimiento para emisiones de GEI (Planta de lodos activados, biodigestores y/o biofiltros).",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2030, evaluar la implementación de las prácticas de mitigación en los programas de mejoramiento agroambiental del suelo, y evaluar la incorporación de nuevas prácticas.",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2025, mantener la línea de fondos concursables de FIA en innovación para la adaptación al cambio climático.",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2025, contar con estándares de sustentabilidad para los sectores avícola, porcino y lechero, que incorporen requerimientos relacionados a la acción climática.",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2030, evaluar los resultados de la implementación del Plan de uso eficiente de fertilizantes nitrogenados.",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2025, contar con un diagnóstico sobre la extensión rural del MINAGRI en materia de cambio climático.",national,CL
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",20,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,high,explicit,61,"Al 2030, aumentar en al menos un 30% la cantidad de biodigestores instalados en el sector porcino respecto del 2021.",national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, evaluar la implementación de las prácticas de mitigación en los programas de mejoramiento agroambiental del suelo, y evaluar la incorporación de nuevas prácticas.",national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,target,targets,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2050, contar con al menos 1.000 pequeños productores/as que son usuarios de MINAGRI, capacitados al año en materias de cambio climático, a partir del año 2025.",national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,target,targets,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, actualizar el plan de capacitaciones, considerando al menos 4 capacitaciones anuales, donde una de ellas sea sobre aspectos de género y cambio climático y se incorpore el conocimiento tradicional y cambio climático.",national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, contar con un 75% de los purines de cerdos con tratamientos de abatimiento para emisiones de GEI (Planta de lodos activados, biodigestores y/o biofiltros).",national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, mantener la línea de fondos concursables de FIA en innovación para la adaptación al cambio climático.",national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,target,targets,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, incorporar prácticas que aporten a mitigar los impactos del cambio climático en programas para el mejoramiento agroambiental de los suelos.",national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, aumentar en al menos un 30% la cantidad de biodigestores instalados en el sector porcino respecto del 2021.",national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, elaborar un plan de I+D+i del MINAGRI para la acción climática alineado con la Estrategia de Desarrollo y Transferencia Tecnológica para el Cambio Climático del Ministerio de Ciencia.",national,CL
icare_0050,Accelerate the adoption of Agroforestry',20,2,action,targets,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, actualizar los programas de desarrollo de capacidades en adaptación del cambio climático.",national,CL
icare_0064,Develop an organic waste management strategy ,16,1,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, aumentar en al menos un 30% la cantidad de biodigestores instalados en el sector porcino respecto del 2021.",national,CL
icare_0099,Increase local participation in Agroecological Certification Programmes,13,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, elaborar un plan de I+D+i del MINAGRI para la acción climática alineado con la Estrategia de Desarrollo y Transferencia Tecnológica para el Cambio Climático del Ministerio de Ciencia.",national,CL
icare_0099,Increase local participation in Agroecological Certification Programmes,13,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, evaluar la implementación de las prácticas de mitigación en los programas de mejoramiento agroambiental del suelo, y evaluar la incorporación de nuevas prácticas.",national,CL
icare_0099,Increase local participation in Agroecological Certification Programmes,13,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, contar con estándares de sustentabilidad para los sectores avícola, porcino y lechero, que incorporen requerimientos relacionados a la acción climática.",national,CL
icare_0099,Increase local participation in Agroecological Certification Programmes,13,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2050, contar con al menos 1.000 pequeños productores/as que son usuarios de MINAGRI, capacitados al año en materias de cambio climático, a partir del año 2025.",national,CL
icare_0099,Increase local participation in Agroecological Certification Programmes,13,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2050, actualizar el plan de capacitaciones para las instituciones del MINAGRI y los Comités técnicos regionales de cambio climático del sector Silvoagropecuario.",national,CL
icare_0099,Increase local participation in Agroecological Certification Programmes,13,2,action,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, actualizar los programas de desarrollo de capacidades en adaptación del cambio climático.",national,CL
icare_0099,Increase local participation in Agroecological Certification Programmes,13,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, aumentar en al menos un 30% la cantidad de biodigestores instalados en el sector porcino respecto del 2021.",national,CL
icare_0099,Increase local participation in Agroecological Certification Programmes,13,2,target,targets,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, contar con un diagnóstico sobre la extensión rural del MINAGRI en materia de cambio climático.",national,CL
icare_0099,Increase local participation in Agroecological Certification Programmes,13,2,action,commits,medium,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, mantener la línea de fondos concursables de FIA en innovación para la adaptación al cambio climático.",national,CL
icare_0099,Increase local participation in Agroecological Certification Programmes,13,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, actualizar el plan de capacitaciones, considerando al menos 4 capacitaciones anuales, donde una de ellas sea sobre aspectos de género y cambio climático y se incorpore el conocimiento tradicional y cambio climático.",national,CL
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,15,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, actualizar el plan de capacitaciones, considerando al menos 4 capacitaciones anuales, donde una de ellas sea sobre aspectos de género y cambio climático y se incorpore el conocimiento tradicional y cambio climático.",national,CL
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,15,2,action,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, actualizar los programas de desarrollo de capacidades en adaptación del cambio climático.",national,CL
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,15,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2050, actualizar el plan de capacitaciones para las instituciones del MINAGRI y los Comités técnicos regionales de cambio climático del sector Silvoagropecuario.",national,CL
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,15,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, mantener la línea de fondos concursables de FIA en innovación para la adaptación al cambio climático.",national,CL
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,15,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, aumentar en al menos un 30% la cantidad de biodigestores instalados en el sector porcino respecto del 2021.",national,CL
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,15,2,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, contar con un diagnóstico sobre la extensión rural del MINAGRI en materia de cambio climático.",national,CL
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,15,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, elaborar un plan de I+D+i del MINAGRI para la acción climática alineado con la Estrategia de Desarrollo y Transferencia Tecnológica para el Cambio Climático del Ministerio de Ciencia.",national,CL
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,15,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, contar con estándares de sustentabilidad para los sectores avícola, porcino y lechero, que incorporen requerimientos relacionados a la acción climática.",national,CL
icare_0101,Accelerate the adoption of Zero Emission Agricultural Machinery,15,2,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, evaluar la implementación de las prácticas de mitigación en los programas de mejoramiento agroambiental del suelo, y evaluar la incorporación de nuevas prácticas.",national,CL
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,14,1,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, evaluar los resultados de la implementación del Plan de uso eficiente de fertilizantes nitrogenados.",national,CL
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,14,1,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, contar con un diagnóstico sobre la extensión rural del MINAGRI en materia de cambio climático.",national,CL
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,14,1,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2050, contar con al menos 1.000 pequeños productores/as que son usuarios de MINAGRI, capacitados al año en materias de cambio climático, a partir del año 2025.",national,CL
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,14,1,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, elaborar un plan de I+D+i del MINAGRI para la acción climática alineado con la Estrategia de Desarrollo y Transferencia Tecnológica para el Cambio Climático del Ministerio de Ciencia.",national,CL
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,14,1,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, evaluar la implementación de las prácticas de mitigación en los programas de mejoramiento agroambiental del suelo, y evaluar la incorporación de nuevas prácticas.",national,CL
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,14,1,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, aumentar en al menos un 30% la cantidad de biodigestores instalados en el sector porcino respecto del 2021.",national,CL
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,14,1,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, incorporar prácticas que aporten a mitigar los impactos del cambio climático en programas para el mejoramiento agroambiental de los suelos.",national,CL
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,14,1,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, contar con estándares de sustentabilidad para los sectores avícola, porcino y lechero, que incorporen requerimientos relacionados a la acción climática.",national,CL
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,14,1,target,targets,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, actualizar el plan de capacitaciones, considerando al menos 4 capacitaciones anuales, donde una de ellas sea sobre aspectos de género y cambio climático y se incorpore el conocimiento tradicional y cambio climático.",national,CL
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,14,1,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2025, mantener la línea de fondos concursables de FIA en innovación para la adaptación al cambio climático.",national,CL
icare_0132,Encourage Local Agroecological Production and Short Supply Chains,13,1,action,commits,high,Estrategia Climática de Largo Plazo,https://cambioclimatico.mma.gob.cl/wp-content/uploads/2021/11/ECLP-LIVIANO.pdf,framework,medium,explicit,61,"Al 2030, aumentar en al menos un 30% la cantidad de biodigestores instalados en el sector porcino respecto del 2021.",national,CL
