"action_id","location_scope","region_code","communal_code","doc_relevance","primitive_type","primitive_relation","match_type","policy_subject","subject_match_reason","signal_confidence","explicitness","document_type","document_name","relevance_note","evidence_text","page"
"c40_0035","regional","07","","medium","action","commits","indirect","Promover programas de educación ambiental e implementar estrategias de comunicación para sensibilizar a la población sobre los beneficios en el reciclaje de los residuos.","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Maule","The policy atom is a concrete enabling measure but does not implement the full action.","Promover programas de educación ambiental e implementar estrategias de comunicación para sensibilizar a la población sobre los beneficios en el reciclaje de los residuos.","168"
"c40_0035","regional","07","","medium","governance","governs","indirect","Organizaciones de recolección de residuos y reciclaje","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Maule","The policy atom is a concrete enabling measure but does not implement the full action.","Organizaciones de recolección de residuos y reciclaje","164"
"c40_0035","regional","07","","medium","monitoring","monitors","indirect","Número de campañas de reciclaje implementadas","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Maule","The policy atom is a concrete enabling measure but does not implement the full action.","Número de campañas de reciclaje implementadas","166"
"c40_0035","regional","09","","medium","action","commits","indirect","Conduct education and awareness activities to promote sustainable waste management and recycling, involving community and relevant actors.","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático La Araucanía","The policy atom is a concrete enabling measure but does not implement the full action.","Acción 3: Educación y concientización sobre gestión de residuos y reciclaje (GORE – Seremi de Medio Ambiente) Realización de actividades de educación y concientización con el objetivo de fomentar prácticas sostenibles en la gestión de residuos y en reciclaje, además de fortalecer el conocimiento y la participación de la comunidad en el proceso de reciclaje y gestión de residuos. Cuando sea pertinente se considerará a otros actores relevantes, tales como los recolectores de base.","158"
"c40_0035","regional","09","","medium","context","contextualizes","indirect","Affected gases include methane, carbon dioxide, and nitrogen oxides due to reduced landfill waste and increased recycling and composting.","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático La Araucanía","The policy atom is a concrete enabling measure but does not implement the full action.","Los gases afectados incluyen CH4, CO2, y óxidos de nitrógeno (NOx), debido a la reducción de residuos en vertederos y la promoción de prácticas de reciclaje y compostaje.","159"
"c40_0035","regional","11","","medium","action","commits","indirect","Aumentar tasa de reciclaje en la región:","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Aysen","The policy atom is a concrete enabling measure but does not implement the full action.","Aumentar tasa de reciclaje en la región:","123"
"c40_0035","regional","11","","medium","action","commits","indirect","Desarrollar y mejorar sistemas de reciclaje y gestión de residuos sólidos.","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Aysen","The policy atom is a concrete enabling measure but does not implement the full action.","Desarrollar y mejorar sistemas de reciclaje y gestión de residuos sólidos.","58"
"c40_0035","regional","11","","medium","action","commits","indirect","Fomentar el Compostaje:","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Aysen","The policy atom is a concrete enabling measure but does not implement the full action.","Fomentar el Compostaje:","124"
"c40_0035","regional","11","","medium","action","commits","indirect","Instalar Digestores Anaeróbicos y/o plantas de compostaje para valorizar Residuos Orgánicos en la región:","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Aysen","The policy atom is a concrete enabling measure but does not implement the full action.","Instalar Digestores Anaeróbicos y/o plantas de compostaje para valorizar Residuos Orgánicos en la región:","123"
"c40_0035","regional","13","","medium","context","contextualizes","indirect","El diagnóstico de la actualización puntualiza una concentración de infraestructura de reciclaje en el área urbana, con comunas liderando el proceso de reciclaje a nivel nacional.","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Región Metropólitana","The policy atom is a concrete enabling measure but does not implement the full action.","El diagnóstico de la actualización puntualiza una concentración de infraestructura de reciclaje en el área urbana, con comunas liderando el proceso de reciclaje a nivel nacional.","83"
"c40_0035","regional","13","","medium","target","targets","indirect","la ECLP plantea como meta, al 2040, que la tasa de reciclaje de residuos sólidos municipales ha alcanzado un 65%.","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Región Metropólitana","The policy atom is a concrete enabling measure but does not implement the full action.","la ECLP plantea como meta, al 2040, que la tasa de reciclaje de residuos sólidos municipales ha alcanzado un 65%.","83"
"c40_0035","regional","15","","medium","action","commits","indirect","Aplicar modelo UTA para el reciclaje de aguas (por nodos activados).","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Arica","The policy atom is a concrete enabling measure but does not implement the full action.","Aplicar modelo UTA para el reciclaje de aguas (por nodos activados).","261"
"c40_0035","regional","15","","medium","action","commits","indirect","Exigencia de uso de rastrojos y fomento al compostaje para disminuir las quemas agrícolas.","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Arica","The policy atom is a concrete enabling measure but does not implement the full action.","Exigencia de uso de rastrojos y fomento al compostaje para disminuir las quemas agrícolas.","262"
"c40_0035","regional","15","","medium","action","commits","indirect","Implementar reciclaje de orgánicos a nivel agrícola y domiciliario.","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Arica","The policy atom is a concrete enabling measure but does not implement the full action.","Implementar reciclaje de orgánicos a nivel agrícola y domiciliario.","261"
"c40_0035","regional","16","","medium","action","commits","indirect","Desarrollo de líneas de proyectos de compostaje","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Ñuble","The policy atom is a concrete enabling measure but does not implement the full action.","Desarrollo de líneas de proyectos de compostaje","193"
"c40_0035","regional","16","","medium","action","commits","indirect","Lagos recomendó mejorar las técnicas agrícolas, a través de talleres de compost, reciclaje e invernaderos de plantas.","The policy atom is a concrete enabling measure but does not implement the full action.","medium","inferred","parcc","Plan de Acción Regional de Cambio Climático Ñuble","The policy atom is a concrete enabling measure but does not implement the full action.","Lagos recomendó mejorar las técnicas agrícolas, a través de talleres de compost, reciclaje e invernaderos de plantas.","160"
"c40_0036","municipal","05","05107","low","action","commits","contextual","Quintero measure 037 defines a municipal climate action.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático Quintero 2025-2030","The policy atom provides narrowly relevant context without implementing or enabling the action.","Anexo 73; Ficha de medida PACCC N° 037 – A. Estado de la medida Beneficios asociados (vinculados con los objetivos de Desarrollo Sostenible) Tipo de medida (IT) Innovación Tecnológica/ (I) Investigación/ (PP) Políticas y planificación / (FC) Fortalecimiento de Capacidades/ (SAM) Sistemas de Alerta y Monitoreo/ (BP) Buenas prácticas/ (O) Otro: IT y FC Resumen de la medida / descripción Consiste en el diseño y construcción de una estación de transferencia de residuos sólidos domiciliarios y asimilables, un centro de separación de residuos reciclables y una planta de compostaje, que permitirá transportar los residuos de ambas comunas al relleno sanitario más cercano En desarrollo Plazo aproximado 2025 ODS 9 Industria, innovación e infraestructura ODS 11 Ciudades y comunidades sostenibles ODS 12 Producción y consumo responsables ODS 13 Acción por el clima ODS 15 Vida de ecosistemas terrestres ODS 16 Paz, justicia e instituciones sólidas Sistema Beneficiado Residuos Domiciliarios Sólidos Nombre de la medida Objetivo al que se vincula Alcance Comunal Comuna de Quintero Ficha Medida PACCC QUINTERO 2025-2030 Área de trabajo: Gestión de Residuos Ficha N° 037 Centro de Valorización y Transferencia de Residuos Sólidos Domiciliarios Quintero-Puchuncaví Objetivo I, II y IV <!-- page_break: 221 --> Plan de Acción Comunal de Cambio Climático Quintero: 2025-2030 209 Anexo 74;","220"
"c40_0036","municipal","06","06201","high","action","commits","direct","Draft grouped climate measure: M-M7. Implementación de tecnologías de captura de biogás en rellenos sanitarios para reducir emisiones","The policy atom names the same intervention object and mechanism as the action profile.","high","explicit","paccc","Plan de Acción Comunal de Cambio Climático - Comuna de Pichilemu - Informe consolidado","The policy atom names the same intervention object and mechanism as the action profile.","M-M7. Implementación de tecnologías de captura de biogás en rellenos sanitarios para reducir emisiones","110"
"c40_0036","municipal","09","09210","low","action","commits","contextual","Implementation activity for M10) Instalar una estación de transferencia para optimizar el transporte de residuos sólidos a relleno sanitario.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal Cambio Climático, Comuna de Traiguén 2025-2029","The policy atom provides narrowly relevant context without implementing or enabling the action.","Definición del terreno para la construcción de la estación. Actividad 2: Realización de Estudios y obtención de permisos. Actividad 3: Construcción estación de transferencia y adquisición de camión de traslado. Actividad 4: Inicio operación estación de transferencia.","23"
"c40_0036","municipal","09","09210","low","action","commits","contextual","Implementation description for M10) Instalar una estación de transferencia para optimizar el transporte de residuos sólidos a relleno sanitario.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal Cambio Climático, Comuna de Traiguén 2025-2029","The policy atom provides narrowly relevant context without implementing or enabling the action.","La comuna de Traiguén debe cerrar su actual vertedero de residuos sólidos urbanos y proceder a trasladar la basura generada en la comuna en un relleno sanitario fuera de los límites comunales. Estos traslados al realizarse con la actual flota de camiones recolectores de basura incrementará la emisión de gases de efecto invernadero, disminuirá la vida útil de estos camiones que no se encuentran diseñados para realizar desplazamientos de largas distancias en carretera, además de disminuir la frecuencia de recolección debido a los incrementos de los tiempos de viaje. Como solución se propone la instalación de una estación de transferencia para la recolección de los residuos en el área urbana de la comuna, y la adquisición de un camión adecuado y eficiente para el traslado a la disposición final en el relleno sanitario, que probablemente sea en la comuna de Los Ángeles. Esta medida requiere localizar un terreno municipal (350 a 500 m2). La medida implica la realización de 3 grandes actividades: Actividad 1: Definición del terreno para la construcción de la estación. Actividad 2: Realización de Estudios y obtención de permisos. Actividad 3: Construcción estación de transferencia y adquisición de camión de traslado. Actividad 4: Inicio operación estación de transferencia.","23"
"c40_0036","municipal","09","09210","low","action","commits","contextual","Implementation description for M9) Mantener y promover los puntos de reciclaje","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal Cambio Climático, Comuna de Traiguén 2025-2029","The policy atom provides narrowly relevant context without implementing or enabling the action.","El Punto Limpio implementado por el municipio en Basilio Urrutia Nº455, actualmente se encuentra en pleno funcionamiento y contribuye a la reducción de residuos sólidos que deben ser llevados a un relleno sanitario, contribuyendo a la disminución de GEI. Esta medida busca incentivar a la población a utilizar este Punto Limpio y realizar mejoras y/o mantención del recinto. Se proponen las siguientes actividades: Actividad 1: Realizar campaña difusión anual del Punto Limpio Actividad 2: Mantención y operación del Punto Limpio","23"
"c40_0036","municipal","09","09210","low","action","commits","contextual","Prioritized municipal climate measure 10: M10) Instalar una estación de transferencia para optimizar el transporte de residuos sólidos a relleno sanitario.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal Cambio Climático, Comuna de Traiguén 2025-2029","The policy atom provides narrowly relevant context without implementing or enabling the action.","M10) Instalar una estación de transferencia para optimizar el transporte de residuos sólidos a relleno sanitario.","17"
"c40_0036","municipal","09","09210","low","funding","funds","contextual","Estimated cost for M10) Instalar una estación de transferencia para optimizar el transporte de residuos sólidos a relleno sanitario.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal Cambio Climático, Comuna de Traiguén 2025-2029","The policy atom provides narrowly relevant context without implementing or enabling the action.","Se estiman unos 200$MM necesarios para la realización de estudios y obtención de permisos ambientales (se requiere un EIA), 400$MM para la construcción y habilitación de la estación de transferencia, 300$MM para la adquisición del camión; y 120$MM para la operación de la estación y disposición final de los residuos sólidos de la comuna, en su primer año de operación.","23"
"c40_0036","municipal","09","09210","low","funding","funds","contextual","Potential funding for M10) Instalar una estación de transferencia para optimizar el transporte de residuos sólidos a relleno sanitario.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal Cambio Climático, Comuna de Traiguén 2025-2029","The policy atom provides narrowly relevant context without implementing or enabling the action.","FNDR, Programa Mejoramiento Urbano y Equipamiento Comunal (PMU)","23"
"c40_0036","municipal","09","09210","low","governance","governs","contextual","Collaborating institutions for M10) Instalar una estación de transferencia para optimizar el transporte de residuos sólidos a relleno sanitario.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal Cambio Climático, Comuna de Traiguén 2025-2029","The policy atom provides narrowly relevant context without implementing or enabling the action.","SECPLAN, DOM","23"
"c40_0036","municipal","09","09210","low","governance","governs","contextual","Related instruments for M10) Instalar una estación de transferencia para optimizar el transporte de residuos sólidos a relleno sanitario.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal Cambio Climático, Comuna de Traiguén 2025-2029","The policy atom provides narrowly relevant context without implementing or enabling the action.","Plan Nacional de Adaptación, Planes Sectoriales de Adaptación y Mitigación, Estrategia Climática de Largo Plazo, PARCC. Tabla 13: Ficha descripción de medida M10 comuna de Traiguén. Fuente: Elaboración propia. 50% 100% Actividad 3 Inicio operación estación de transferencia (Si/No)100% 4342","23"
"c40_0036","municipal","09","09210","low","target","targets","contextual","Expected results for M10) Instalar una estación de transferencia para optimizar el transporte de residuos sólidos a relleno sanitario.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal Cambio Climático, Comuna de Traiguén 2025-2029","The policy atom provides narrowly relevant context without implementing or enabling the action.","Al finalizar el quinto año, la estación se encontrará habilitada para iniciar operación. Actividades Año Año 1 Año 2 Año 3 Año 4 Año 5 Indicador de progreso de la actividad Actividad 1 100% Terreno localizado (Si/No) Actividad 2 25% Estudios realizados (porcentaje de avance) Actividad 3 Construcción y adquisición camión (porcentaje de avance)50% 100%","23"
"c40_0036","municipal","10","10202","low","sector_priority","prioritizes","contextual","Named PACCC measure M015","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático Ancud 2023-2030","The policy atom provides narrowly relevant context without implementing or enabling the action.","Construcción de relleno sanitario provincial","138"
"c40_0036","municipal","12","12101","low","action","commits","contextual","Implementation commitment for M009","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático Punta Arenas 2023-2030","The policy atom provides narrowly relevant context without implementing or enabling the action.","Establecer un área dentro de la comuna para la construcción de un relleno sanitario que permita la disposición final de desechos sólidos para reducir la propagación de enfermedades, reducir los impactos ambientales y la proliferación de microbasurales, así como mantener el orden en la planificación de las áreas urbanas.","65"
"c40_0036","municipal","12","12101","low","monitoring","monitors","contextual","Monitoring and verification for M009","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático Punta Arenas 2023-2030","The policy atom provides narrowly relevant context without implementing or enabling the action.","Nombre del indicador * Capacidad del relleno sanitario. * Calidad de los residuos dispuestos. * Cumplimiento de la normativa ambiental Fórmula de cálculo * Capacidad del relleno sanitario: Capacidad del relleno sanitario medida en toneladas. * Calidad de los residuos dispuestos: Calidad de los residuos dispuestos en el relleno sanitario medida en porcentaje. * Cumplimiento de la normativa ambiental: Cumplimiento de la normativa ambiental en la construcción y operación del relleno sanitario medido en porcentaje. Medio de verificación * Mediciones de la capacidad del relleno sanitario. * Análisis de la calidad de los residuos dispuestos. * Inspecciones ambientales: Inspecciones ambientales para verificar el cumplimiento de la normativa ambiental.","126"
"c40_0036","municipal","12","12101","low","sector_priority","prioritizes","contextual","Named PACCC measure M009","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático Punta Arenas 2023-2030","The policy atom provides narrowly relevant context without implementing or enabling the action.","Construcción de relleno sanitario","125"
"c40_0036","municipal","12","12101","low","target","targets","contextual","Explicit performance target for M009","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático Punta Arenas 2023-2030","The policy atom provides narrowly relevant context without implementing or enabling the action.","* Construcción de un relleno sanitario con capacidad para recibir 100.000 toneladas de residuos por año. * Disposición de los residuos en el relleno sanitario de acuerdo a los estándares de calidad ambiental. * Cumplimiento de la normativa ambiental en la construcción y operación del relleno sanitario.","126"
"c40_0036","municipal","13","13101","low","action","commits","contextual","Strengthen the municipal composting program to reduce organic waste and improve soil quality.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático de Santiago 2026-2031","The policy atom provides narrowly relevant context without implementing or enabling the action.","ID                         LE3.10M

Línea Estratégica          Línea Estratégica 3. Transición Energética y Eficiencia de Recursos.

Nombre de Medida           Fortalecimiento del programa de compostaje municipal.

                           Esta medida busca promover la reducción de residuos orgánicos y fomentar
                           prácticas sostenibles que permitan mejorar la calidad del suelo y reducir la
Descripción breve          dependencia de fertilizantes químicos. así como también fomentar la
                           conciencia ambiental y la participación ciudadana en la gestión sostenible de
                           residuos.

                           Dirección de Desarrollo Comunitario; Subdirección de Parques y Jardines;
Asignación de
                           Subdirección de Aseo y Limpieza Urbana; Secretaría Comunal de
responsabilidades
                           Planificación, Subdirección de Inversiones, Subdirección de Medio Ambiente.

                           Fondos Municipales, Fondos Públicos Sectoriales y/o Regionales, Alianzas
Vías de financiamiento
                           Público – Privadas

                           Evaluación del Programa Actual (3 meses): Se realizará una evaluación del
                           programa de compostaje municipal actual, identificando fortalezas,
                           debilidades, oportunidades y amenazas. Asimismo, se recopilarán datos
                           sobre la cantidad de residuos orgánicos recolectados y el nivel de
                           participación de la comunidad.
                           Ampliación de Infraestructura y Recursos (6 meses): Se realizarán mejoras
                           en la infraestructura y equipamiento de los puntos existentes para facilitar la
                           separación y procesamiento de residuos orgánicos.
                           Promoción y Sensibilización (3 meses): Se realizarán campañas de
Actividades                sensibilización y educación ambiental dirigidas a la comunidad, destacando
                           los beneficios del compostaje y proporcionando orientación sobre cómo
                           participar en el programa. De igual forma, se organizarán talleres y eventos
                           de capacitación sobre técnicas de compostaje doméstico y uso de compost
                           en jardinería y agricultura.
                           Monitoreo y Evaluación (cada 6 meses): Se establecerá un sistema de
                           monitoreo para evaluar el rendimiento y la eficacia del programa de
                           compostaje municipal, así como también la recopilación de datos sobre la
                           cantidad de residuos orgánicos desviados del relleno sanitario y la calidad del
                           compost producido.

                           Indicadores de Proceso:
                           Número de nuevos puntos fijos de compostaje implementados.
Indicadores
                           Indicadores de Resultado:
                           Toneladas de residuos orgánicos compostados.","94"
"c40_0036","municipal","13","13103","low","target","targets","contextual","Expected results for M3","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático de Cerro Navia","The policy atom provides narrowly relevant context without implementing or enabling the action.","● Reducción de 25 % de residuos orgánicos en relleno sanitario","62"
"c40_0036","municipal","13","13111","low","action","commits","contextual","La Granja measure 13 defines a municipal climate action.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático La Granja 2025-2030","The policy atom provides narrowly relevant context without implementing or enabling the action.","Nombre de la medida/acción Valorización de residuos Objetivo específico del PACCC Fortalecer la gestión integral de residuos y reciclaje Tipo de Medida Mitigación Estado Idea proyecto Objetivos de la medida Promover un entorno urbano más inclusivo, accesible y sustentable Alcance Comunal Actores involucrados DIMAO, SECPLA, Gobierno Regional Metropolitano de Santiago. Potenciales beneficiarios Habitantes de la comuna Plazo ejecución Mediano plazo Costo estimado $340,000,000 Posible fuente de financiamiento GORE Responsables/Encargados SECPLA-DIMAO Indicador N° de refugios climáticos instalados <!-- page_break: 91 --> 89 Breve descripción Implementación de programas y equipamiento para separación, valorización y reciclaje de residuos sólidos urbanos ¿Por qué es una buena acción climática? Reduce emisiones por disposición en vertederos y fomenta la economía circular Objetivos de la medida Disminuir la cantidad de residuos enviados a relleno sanitario Alcance Comunal Actores involucrados DIMAO, recicladores de base, empresas gestoras de residuos Potenciales beneficiarios Comunidad, sector reciclador, medio ambiente Plazo ejecución Mediano plazo (2025–2026) Costo estimado $35.000.000 Posible fuente de financiamiento Fondo para el Reciclaje (MMA), SUBDERE Responsables/Encargados DIMAO Indicador Toneladas valorizadas anualmente Eje temático Gestión de residuos","90"
"c40_0036","municipal","13","13111","low","action","commits","contextual","La Granja measure 14 defines a municipal climate action.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático La Granja 2025-2030","The policy atom provides narrowly relevant context without implementing or enabling the action.","Nombre de la medida/acción Sello municipal para las casas que reciclan y georreferenciarlas Objetivo específico del PACCC Fomentar la participación ciudadana en la gestión de residuos y aumentar las tasas de reciclaje comunal Tipo de Medida Mitigación Estado Planificado Breve descripción Implementación de un sistema de reconocimiento municipal a hogares que reciclan, acompañado de su georreferenciación en un mapa público ¿Por qué es una buena acción climática? Promueve el cambio de conducta ciudadana, fortalece la cultura ambiental y reduce residuos enviados a relleno sanitario Objetivos de la medida Reconocer y visibilizar a hogares comprometidos con el reciclaje, incentivar la participación comunitaria Alcance Comunal, a nivel de viviendas particulares Actores involucrados DIMAO, Juntas de Vecinos, comunidad organizada Potenciales beneficiarios Hogares comprometidos con la economía circular Plazo ejecución Corto plazo (2024–2025) Costo estimado $5.000.000 Posible fuente de financiamiento(s) Presupuesto municipal, Fondos del MMA Responsables/Encargados Departamento de Medio Ambiente Indicador N° de casas certificadas y georreferenciadas Eje temático Gobernanza y gestión institucional","91"
"c40_0036","municipal","13","13111","low","funding","funds","contextual","La Granja measure 13 identifies possible financing.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático La Granja 2025-2030","The policy atom provides narrowly relevant context without implementing or enabling the action.","Nombre de la medida/acción Valorización de residuos Objetivo específico del PACCC Fortalecer la gestión integral de residuos y reciclaje Tipo de Medida Mitigación Estado Idea proyecto Objetivos de la medida Promover un entorno urbano más inclusivo, accesible y sustentable Alcance Comunal Actores involucrados DIMAO, SECPLA, Gobierno Regional Metropolitano de Santiago. Potenciales beneficiarios Habitantes de la comuna Plazo ejecución Mediano plazo Costo estimado $340,000,000 Posible fuente de financiamiento GORE Responsables/Encargados SECPLA-DIMAO Indicador N° de refugios climáticos instalados <!-- page_break: 91 --> 89 Breve descripción Implementación de programas y equipamiento para separación, valorización y reciclaje de residuos sólidos urbanos ¿Por qué es una buena acción climática? Reduce emisiones por disposición en vertederos y fomenta la economía circular Objetivos de la medida Disminuir la cantidad de residuos enviados a relleno sanitario Alcance Comunal Actores involucrados DIMAO, recicladores de base, empresas gestoras de residuos Potenciales beneficiarios Comunidad, sector reciclador, medio ambiente Plazo ejecución Mediano plazo (2025–2026) Costo estimado $35.000.000 Posible fuente de financiamiento Fondo para el Reciclaje (MMA), SUBDERE Responsables/Encargados DIMAO Indicador Toneladas valorizadas anualmente Eje temático Gestión de residuos","90"
"c40_0036","municipal","13","13111","low","funding","funds","contextual","La Granja measure 14 identifies possible financing.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático La Granja 2025-2030","The policy atom provides narrowly relevant context without implementing or enabling the action.","Nombre de la medida/acción Sello municipal para las casas que reciclan y georreferenciarlas Objetivo específico del PACCC Fomentar la participación ciudadana en la gestión de residuos y aumentar las tasas de reciclaje comunal Tipo de Medida Mitigación Estado Planificado Breve descripción Implementación de un sistema de reconocimiento municipal a hogares que reciclan, acompañado de su georreferenciación en un mapa público ¿Por qué es una buena acción climática? Promueve el cambio de conducta ciudadana, fortalece la cultura ambiental y reduce residuos enviados a relleno sanitario Objetivos de la medida Reconocer y visibilizar a hogares comprometidos con el reciclaje, incentivar la participación comunitaria Alcance Comunal, a nivel de viviendas particulares Actores involucrados DIMAO, Juntas de Vecinos, comunidad organizada Potenciales beneficiarios Hogares comprometidos con la economía circular Plazo ejecución Corto plazo (2024–2025) Costo estimado $5.000.000 Posible fuente de financiamiento(s) Presupuesto municipal, Fondos del MMA Responsables/Encargados Departamento de Medio Ambiente Indicador N° de casas certificadas y georreferenciadas Eje temático Gobernanza y gestión institucional","91"
"c40_0036","municipal","13","13111","low","governance","governs","contextual","La Granja measure 13 assigns responsible bodies.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático La Granja 2025-2030","The policy atom provides narrowly relevant context without implementing or enabling the action.","Nombre de la medida/acción Valorización de residuos Objetivo específico del PACCC Fortalecer la gestión integral de residuos y reciclaje Tipo de Medida Mitigación Estado Idea proyecto Objetivos de la medida Promover un entorno urbano más inclusivo, accesible y sustentable Alcance Comunal Actores involucrados DIMAO, SECPLA, Gobierno Regional Metropolitano de Santiago. Potenciales beneficiarios Habitantes de la comuna Plazo ejecución Mediano plazo Costo estimado $340,000,000 Posible fuente de financiamiento GORE Responsables/Encargados SECPLA-DIMAO Indicador N° de refugios climáticos instalados <!-- page_break: 91 --> 89 Breve descripción Implementación de programas y equipamiento para separación, valorización y reciclaje de residuos sólidos urbanos ¿Por qué es una buena acción climática? Reduce emisiones por disposición en vertederos y fomenta la economía circular Objetivos de la medida Disminuir la cantidad de residuos enviados a relleno sanitario Alcance Comunal Actores involucrados DIMAO, recicladores de base, empresas gestoras de residuos Potenciales beneficiarios Comunidad, sector reciclador, medio ambiente Plazo ejecución Mediano plazo (2025–2026) Costo estimado $35.000.000 Posible fuente de financiamiento Fondo para el Reciclaje (MMA), SUBDERE Responsables/Encargados DIMAO Indicador Toneladas valorizadas anualmente Eje temático Gestión de residuos","90"
"c40_0036","municipal","13","13111","low","governance","governs","contextual","La Granja measure 14 assigns responsible bodies.","The policy atom provides narrowly relevant context without implementing or enabling the action.","low","inferred","paccc","Plan de Acción Comunal de Cambio Climático La Granja 2025-2030","The policy atom provides narrowly relevant context without implementing or enabling the action.","Nombre de la medida/acción Sello municipal para las casas que reciclan y georreferenciarlas Objetivo específico del PACCC Fomentar la participación ciudadana en la gestión de residuos y aumentar las tasas de reciclaje comunal Tipo de Medida Mitigación Estado Planificado Breve descripción Implementación de un sistema de reconocimiento municipal a hogares que reciclan, acompañado de su georreferenciación en un mapa público ¿Por qué es una buena acción climática? Promueve el cambio de conducta ciudadana, fortalece la cultura ambiental y reduce residuos enviados a relleno sanitario Objetivos de la medida Reconocer y visibilizar a hogares comprometidos con el reciclaje, incentivar la participación comunitaria Alcance Comunal, a nivel de viviendas particulares Actores involucrados DIMAO, Juntas de Vecinos, comunidad organizada Potenciales beneficiarios Hogares comprometidos con la economía circular Plazo ejecución Corto plazo (2024–2025) Costo estimado $5.000.000 Posible fuente de financiamiento(s) Presupuesto municipal, Fondos del MMA Responsables/Encargados Departamento de Medio Ambiente Indicador N° de casas certificadas y georreferenciadas Eje temático Gobernanza y gestión institucional","91"
