action_id,action_name,action_type,hazard_name,sector_names,subsector_names,primary_purpose,description,cobenefits_airquality,cobenefits_waterquality,cobenefits_habitat,cobenefits_costofliving,cobenefits_housing,cobenefits_mobility,cobenefits_stakeholderengagement,equity_and_inclusion_considerations,ghgreduction_stationary_energy,ghgreduction_transportation,ghgreduction_waste,ghgreduction_ippu,ghgreduction_afolu,adaptation_effectiveness,cost_investment_needed,timeline_for_implementation,dependencies,key_performance_indicators,powers_and_mandates,adaptation_effectiveness_droughts,adaptation_effectiveness_heatwaves,adaptation_effectiveness_floods,adaptation_effectiveness_sealevelrise,adaptation_effectiveness_landslides,adaptation_effectiveness_storms,adaptation_effectiveness_wildfires,adaptation_effectiveness_diseases,biome
ipcc_0064,Reducir las emisiones de metano provenientes de la fermentación entérica en el ganado,{mitigation},,{afolu},{livestock},{},"Esta acción se dirige a las emisiones de metano (CH4) provenientes de la fermentación entérica en el ganado mediante intervenciones directas como aditivos alimentarios, inhibidores o vacunas, y medidas indirectas como la mejora de la eficiencia productiva a través de mejores prácticas de cría y manejo. También incluye la manipulación temprana del bioma ruminal. Adoptar o desarrollar normas locales para aditivos alimentarios, vacunas e inhibidores, y apoyar a los productores rurales para superar barreras relacionadas con los costos, la infraestructura y las capacidades en este tema.",0,0,0,0,0,0,0,"Apoya a los pequeños agricultores en el acceso a tecnologías avanzadas y programas de mejoramiento genético, con especial atención a los países en desarrollo donde la mejora de la calidad del alimento puede aumentar la productividad ganadera.",,,,,20-39,,medium,5-10 years,"Desarrollo y aprobación regulatoria de aditivos para piensos, vacunas e inhibidores
adaptación regional de estrategias de mitigación
superar barreras como los costos, la infraestructura y la aceptación pública","Reducción de emisiones de CH4 por animal
tasas de adopción de prácticas de alimentación mejoradas
aumento de la eficiencia de producción por unidad de producto pecuario",,,,,,,,,,
ipcc_0067,Mejorar la gestión del estiércol y las prácticas de nutrición de cultivos,{mitigation},,{afolu},{livestock},{},"Promover enfoques colectivos y rentables para reducir las emisiones de metano (CH₄) y óxido nitroso (N₂O) provenientes del almacenamiento y uso de estiércol, así como la implementación de prácticas mejoradas de manejo de nutrientes en cultivos para disminuir las emisiones de N₂O en suelos agrícolas. Los gobiernos municipales pueden apoyar el desarrollo de biodigestores cooperativos, iniciativas de compostaje y mejores instalaciones de almacenamiento, al mismo tiempo que fomentan una mejor aplicación de fertilizantes, la rotación de cultivos y prácticas de pastoreo. Estas medidas mejoran la recuperación de nutrientes para la producción agrícola, reducen los costos de fertilizantes y generan co-beneficios como energía renovable a través del biogás. Al facilitar modelos de financiamiento, asociaciones y asistencia técnica, las ciudades pueden ayudar a los agricultores a adoptar prácticas sostenibles de manejo de estiércol y nutrientes a gran escala.",1,1,1,0,0,0,0,"Apoya tecnologías de digestión anaeróbica a pequeña escala y medidas aplicables a nivel regional en países en desarrollo, proporcionando oportunidades económicas y mejorando la resiliencia de las comunidades agrícolas desatendidas.",,,,,20-39,,high,5-10 years,"Desarrollo de sistemas de digestión anaeróbica rentables
políticas de apoyo para inhibidores de la nitrificación
programas de capacitación específicos para cada región
financiamiento accesible para los agricultores","Reducción de las emisiones de CH4 y N2O provenientes del almacenamiento de estiércol
mayor adopción de sistemas de digestión anaeróbica
mejora en la eficiencia del uso de nitrógeno
aumento en la producción de biogás",,,,,,,,,,
ipcc_0068,Piloto de bioenergía con captura de carbono en colaboración con empresas de servicios públicos/industria.,{mitigation},,{afolu},{land},{},"La bioenergía implica producir energía a partir de fuentes orgánicas como biomasa, residuos orgánicos y restos de cosecha, desplazando los combustibles fósiles en la producción de calor, electricidad y combustibles. Cuando se combina con captura y almacenamiento de carbono (BECCS), almacena carbono biogénico en reservorios geológicos o terrestres, logrando emisiones negativas. BECCS también puede integrarse con la agricultura y la silvicultura para obtener co-beneficios como la restauración de tierras y la producción de biogás. Las ciudades pueden considerar la implementación piloto y la prueba de estas tecnologías, en colaboración con productores rurales locales, empresas de servicios públicos y otros actores industriales.",1,1,0,0,0,0,1,"Se centra en prácticas sostenibles de uso de la tierra, incluyendo la restauración de tierras degradadas, mientras garantiza el acceso a la energía y la seguridad alimentaria para las comunidades vulnerables.",,,,,60-79,,high,>10 years,"Requiere gestión sostenible de la tierra
desarrollo de tecnología avanzada de bioenergía
infraestructura para captura y almacenamiento de carbono
gobernanza global para el comercio y las cadenas de suministro","Cantidad de carbono eliminado mediante BECCS (en GtCO2 por año)
energía total producida a partir de bioenergía
superficie restaurada para la producción de biomasa
reducción de emisiones de GEI por sustitución del uso de combustibles fósiles",,,,,,,,,,
ipcc_0069,Promover dietas sostenibles y saludables,{mitigation},,{afolu},{livestock},{},"Apoyar la transición hacia patrones alimentarios que mejoren la salud y reduzcan los impactos ambientales. Esto suele centrarse en reducir el consumo de alimentos de origen animal (especialmente rumiantes) y promover opciones basadas en plantas, haciendo que la acción sea implementable y socialmente equitativa. Las ciudades pueden actuar a través de políticas de compras públicas en escuelas, hospitales, eventos y otras instituciones, así como mediante campañas de concienciación y la promoción de guías alimentarias nacionales.",0,1,0,0,0,0,0,"Promueve el acceso a dietas asequibles y culturalmente aceptables que satisfagan las necesidades nutricionales, especialmente en comunidades desatendidas y vulnerables. Las políticas abordan la equidad en el acceso a los alimentos y mitigan los impactos económicos adversos en los sectores agrícolas.",,,,,40-59,,medium,5-10 years,"Implementación de políticas integradas de sistemas alimentarios
incentivos financieros para la agricultura sostenible
campañas de concienciación
el desarrollo de sistemas alimentarios locales para apoyar las transiciones dietéticas","Reducción de las emisiones de GEI provenientes de la producción de alimentos
reducción en el uso de suelo para la ganadería
aumento en el consumo de alimentos de origen vegetal
mejora en los indicadores de salud pública relacionados con enfermedades asociadas a la dieta",,,,,,,,,,
ipcc_0070,Reducir la pérdida y el desperdicio de alimentos,{mitigation},,{afolu},{land},{},"La pérdida y el desperdicio de alimentos pueden reducirse mediante medidas a lo largo de toda la cadena de suministro alimentaria, incluyendo tecnologías y comportamientos mejorados en la cosecha y postcosecha. Para lograr estos cambios, las ciudades pueden considerar la implementación de políticas sobre el desperdicio de alimentos, como la obligatoriedad de reportes, metas de reducción, campañas de concienciación y educación para los consumidores, infraestructura para el almacenamiento y transporte de alimentos, marcos normativos para la reducción de residuos, incentivos financieros y fiscales, y marketing positivo para productos alimenticios imperfectos.",0,1,1,1,0,0,0,"Apoya a las comunidades vulnerables al reducir la inseguridad alimentaria y la pobreza, mientras aborda la competencia por los recursos y mejora el acceso a alimentos asequibles.",,,,,20-39,,medium,5-10 years,"Infraestructura adecuada para el almacenamiento y transporte de alimentos
marcos normativos para la reducción de residuos
incentivos financieros
educación al consumidor a gran escala para cambiar comportamientos","Reducción de los porcentajes de desperdicio de alimentos a nivel de consumidores y empresas
disminución de la superficie utilizada para la producción agrícola
reducciones medibles de emisiones de GEI a lo largo de la cadena de suministro de alimentos",,,,,,,,,,
ipcc_0071,Aumentar el uso sostenible de productos de madera,{mitigation},,{afolu},{land},{},"Promover el uso de madera certificada sostenible (por ejemplo, FSC, PEFC) como sustituto de materiales más intensivos en carbono y ecológicamente destructivos como el concreto o el acero. Las políticas pueden incluir la modificación de los Reglamentos de Construcción para incorporar requisitos sobre productos de madera sostenible, y políticas de adquisición urbana para proyectos de capital municipal y gastos que prioricen la madera sostenible, el reciclaje y la extensión de la vida útil de los productos. Asegurar que las políticas incluyan salvaguardas para evitar la promoción del uso insostenible de la madera.",0,0,1,0,0,0,0,"Apoya a las comunidades locales e indígenas mediante la creación de medios de vida sostenibles, la promoción de una gestión equitativa de los recursos forestales y el aumento del acceso a beneficios a largo plazo.",,,,,40-59,,medium,5-10 years,"Requiere prácticas sostenibles de gestión forestal
tecnologías avanzadas de procesamiento de madera
demanda de mercado para sustitutos de la madera
cooperación global para prevenir la explotación de recursos","Mayor uso de productos de madera en la construcción
reducción de emisiones de GEI mediante la sustitución de materiales
aumento en las tasas de utilización de productos de madera reciclada",,,,,,,,,,
ipcc_0074,Promover una forma urbana compacta mediante la planificación espacial,{mitigation},,{stationary_energy},{commercial_and_institutional_buildings_and_facilities},{},"La planificación espacial integrada promueve una forma urbana compacta para reducir las emisiones de GEI al aumentar la eficiencia urbana, apoyar infraestructuras sostenibles como redes de calefacción/enfriamiento distrital y mejorar las áreas verdes. Los procesos de co-diseño mejoran la aceptación pública y la capacidad institucional para respaldar estrategias de mitigación coordinadas.",1,0,1,0,1,1,0,"Equilibra la densificación urbana con la vivienda asequible y el acceso equitativo a espacios verdes, asegurando que las poblaciones de bajos ingresos y vulnerables se beneficien de las iniciativas de planificación urbana.",20-39,,,,,,high,>10 years,"Alta capacidad institucional para la colaboración intersectorial
herramientas GIS avanzadas para la planificación espacial
participación de las partes interesadas en procesos de co-diseño","Reducción de las emisiones de GEI per cápita
tasas de adopción de sistemas de calefacción/refrigeración distrital
proporción de la población urbana con acceso a zonas verdes",,,,,,,,,,
ipcc_0076,Implementar auditorías energéticas en plantas industriales,{mitigation},,{ippu},{industrial_processes},{},Realizar auditorías energéticas periódicas para identificar oportunidades de ahorro de energía y reducción de emisiones.,1,1,1,0,0,0,1,Apoya a las regiones con baja cobertura forestal mediante el comercio sostenible de madera y prácticas de agroforestería para reducir los conflictos por el uso de la tierra. Promueve la creación de empleo en la silvicultura sostenible y las industrias madereras.,,,,20-39,,,high,>10 years,"Gestión forestal sostenible
normas internacionales de contabilidad de carbono
desarrollo de tecnologías de madera maciza
políticas sólidas de gobernanza de bosques y tierras urbanas
prácticas de forestación incentivadas","Reducción del carbono incorporado en la construcción
número de edificios urbanos de mediana altura que utilizan madera estructural
capacidad de secuestro de carbono de la infraestructura urbana de madera
mejora en las prácticas de silvicultura sostenible",,,,,,,,,,
ipcc_0078,Implementar techos y muros verdes,{adaptation},{commercial_and_institutional_buildings_and_facilities},,{commercial_and_institutional_buildings_and_facilities},{},"La implementación de techos y muros verdes mitiga los efectos de la isla de calor urbana, mejora el confort térmico, reduce la demanda de energía en los edificios, gestiona las aguas pluviales y mejora la habitabilidad urbana y la biodiversidad.",1,1,1,0,0,1,1,Proporciona infraestructura verde que beneficia a las comunidades desatendidas al mejorar el acceso a espacios verdes públicos y apoyar entornos urbanos más saludables.,20-39,,,,,,high,5-10 years,"Requiere coordinación del gobierno local
participación comunitaria
integración en la planificación urbana
financiamiento adecuado para el desarrollo y mantenimiento de la infraestructura","Reducción en el consumo de energía en edificios
aumento de la cobertura verde urbana
tasas de retención de aguas pluviales
mayor uso de transporte activo (ciclismo/caminata)
mejora del confort térmico",,,,,,,,,,
ipcc_0083,Planificar la retirada costera estratégica para comunidades vulnerables,{adaptation},"{sea_level_rise,floods,storms,landslides}",,"{sea_level_rise,floods,storms,landslides}",{},"Reubicación y retirada planificadas de personas, bienes y actividades de zonas costeras peligrosas para reducir la exposición y los riesgos causados por el aumento del nivel del mar y los peligros costeros asociados.",0,1,2,-1,1,1,1,"La retirada estratégica garantiza la inclusión de poblaciones vulnerables, respetando los lazos culturales y abordando el apego al lugar y los medios de vida.",,,,,,high,high,>10 years,"Tierra adecuada y asequible
Financiación adecuada
Gobernanza y planificación efectivas
Participación comunitaria","Número de comunidades reubicadas
Reducción de la exposición a peligros
Restauración de los servicios ecosistémicos en zonas de retirada",,,,"""high""","""high""","""high""","""high""",,,coastal_marine
ipcc_0084,Restaurar/crear áreas naturales,{adaptation},"{sea_level_rise,floods,storms,droughts}",,"{sea_level_rise,floods,storms,droughts}",{},"Restauración y conservación de hábitats marinos y costeros, como manglares, dunas vegetadas, pastos marinos, arrecifes de coral y bosques de kelp, para proteger a las comunidades costeras, apoyar la biodiversidad, secuestrar carbono y mitigar el cambio climático. Los esfuerzos incluyen la creación de áreas marinas protegidas, la restauración activa de arrecifes de coral, la gestión de cuenca a arrecife, la restauración de dunas, la plantación de árboles tolerantes a la salinidad, el aumento de la cobertura forestal, la detección y el manejo de plagas forestales.",1,2,2,1,1,0,1,Promueve la inclusión al proteger los ecosistemas que apoyan a las comunidades costeras vulnerables y mejora los medios de vida a través de la pesca sostenible y oportunidades recreativas.,,,,,,high,medium,5-10 years,"Participación comunitaria
Financiación de proyectos de restauración
Integración del conocimiento local
Gestión sostenible de los recursos marinos","Área de hábitats restaurados
Reducción de incidentes de inundaciones costeras
Mejora en los índices de biodiversidad
Capacidad de secuestro de carbono",,"""medium""",,"""high""","""high""",,"""high""",,,coastal_marine
ipcc_0085,Reducir las presiones sobre los ecosistemas para fortalecer su resiliencia,{adaptation},"{droughts,floods,sea_level_rise,wildfires,storms}",,"{droughts,floods,sea_level_rise,wildfires,storms}",{},"Reducir la contaminación, la eutrofización y las presiones antropogénicas sobre los sistemas naturales, incluidos los ecosistemas marinos y terrestres. Los esfuerzos incluyen gestionar la escorrentía, proteger hábitats sensibles como la Gran Barrera de Coral, abordar factores no climáticos, promover la pesca sostenible y aumentar la conectividad entre áreas naturales para mejorar la resiliencia de los ecosistemas.",1,2,2,0,0,0,1,"Apoya a las comunidades vulnerables que dependen de los ecosistemas para su subsistencia mediante la mejora de los servicios ecosistémicos, la promoción de la pesca sostenible y el aseguramiento del acceso a hábitats conectados que pueden mitigar los riesgos relacionados con el clima.",,,,,,high,medium,5-10 years,"Aplicación de regulaciones sobre la contaminación
Financiación para la restauración de ecosistemas
Monitoreo de poblaciones de peces y conectividad de hábitats
Participación comunitaria
Planificación estratégica de la restauración de hábitats","Reducción de los niveles de contaminantes
Mejora en los índices de calidad del agua
Aumento en los puntajes de resiliencia de la biodiversidad
Reducción en la frecuencia de eventos de estrés en los ecosistemas
Aumento en los rendimientos sostenibles de la pesca
Aumento en la conectividad de los hábitats",,"""medium""",,"""high""","""high""",,"""high""","""medium""",,
ipcc_0086,Implementar medidas de adaptación basadas en los ecosistemas,{adaptation},"{storms,sea_level_rise,heatwaves,floods}",,"{storms,sea_level_rise,heatwaves,floods}",{},"Restaurar y gestionar de manera sostenible los ecosistemas marinos, costeros, urbanos, fluviales y de humedales para proteger contra riesgos climáticos como marejadas, inundaciones y olas de calor. Los esfuerzos incluyen la agroecología, la vegetación y los arrecifes costeros y marinos, los corredores de vegetación, la restauración de hábitats de manglares y los espacios verdes urbanos para reducir las temperaturas. Estas acciones mejoran la biodiversidad, almacenan carbono, mejoran la calidad del agua y proporcionan co-beneficios socioeconómicos y culturales.",1,2,2,0,1,1,1,"Apoya a las comunidades vulnerables fortaleciendo la resiliencia climática, promoviendo el acceso equitativo a los servicios ecosistémicos y creando oportunidades de sustento, especialmente para las poblaciones marginadas y desatendidas.",,,,,,high,medium,5-10 years,"Participación comunitaria
Apoyo regulatorio
Inversión financiera
Planificación urbana
Vegetación resiliente al clima
Evaluaciones de biodiversidad
Gestión de cuencas
Planificación aguas arriba
Financiamiento sostenible","Reducción de daños por marejadas
Tasas de secuestro de carbono
Aumento de la biodiversidad
Reducción de la temperatura en áreas urbanas
Mejora de la calidad del agua
Acceso a espacios verdes por comunidades desatendidas
Reducción de eventos de inundación
Mejora de la salud de los ecosistemas",,,"""high""","""high""","""high""",,"""high""",,,
ipcc_0087,Mejorar la modernización de infraestructuras,{adaptation},"{floods,droughts,heatwaves}",,"{floods,droughts,heatwaves}",{},"Fortalecer y modernizar la infraestructura existente, incluyendo carreteras, viviendas y sistemas energéticos, para mejorar la resiliencia frente a riesgos climáticos como inundaciones, sequías y olas de calor. Las acciones incluyen el uso de termosyfones para la degradación del permafrost, el aumento del albedo de los techos (para la reflectividad) y la incorporación de sombra.",1,1,0,-1,1,1,1,"Mejora la resiliencia de las comunidades vulnerables, especialmente en regiones de bajos ingresos, al reducir los riesgos derivados de eventos climáticos extremos.",,,,,,high,high,5-10 years,"Alineación de políticas
Disponibilidad de financiación
Experiencia en ingeniería y construcción","Reducción de fallos en la infraestructura durante eventos peligrosos
Aumento de la capacidad para sistemas de vivienda y energía",,"""medium""","""high""","""high""",,,,,,
ipcc_0088,Actualizar y hacer cumplir los códigos de construcción resilientes al clima,{adaptation},"{floods,landslides}",,"{floods,landslides}",{},"El desarrollo e implementación de códigos de construcción y regulaciones de diseño arquitectónico orientados a integrar parámetros de adaptación al clima. Estos códigos se enfocan en reducir los riesgos derivados de peligros climáticos como inundaciones y deslizamientos de tierra. También apoyan el desarrollo urbano resiliente al clima al guiar el uso del suelo, las prácticas de construcción y los estándares de infraestructura. La iniciativa fomenta la planificación urbana estratégica a largo plazo para coordinar inversiones públicas y privadas en adaptación, incluyendo la creación de zonas seguras y la transformación de asentamientos precarios. Garantiza que la nueva infraestructura sea resiliente a los riesgos climáticos y que los espacios urbanos sean seguros y sostenibles para las poblaciones actuales y futuras.",2,0,1,1,2,1,1,Promueve la planificación urbana inclusiva abordando los riesgos en asentamientos informales y precarios e integrando eco-parques y eco-huertos para poblaciones vulnerables.,,,,,,high,medium,5-10 years,"Integración con evaluaciones locales de riesgos climáticos
Colaboración estratégica entre urbanistas y autoridades municipales","Reducción de incidentes de inundaciones urbanas
Mayor disponibilidad de viviendas seguras en zonas de riesgo
Tasa de implementación de eco-parques y eco-jardines en áreas vulnerables",,,,"""high""",,"""high""",,,,
ipcc_0089,Redirigir espacialmente el desarrollo,{adaptation},"{floods,heatwaves,sea_level_rise}",,"{floods,heatwaves,sea_level_rise}",{},"Utilizar la zonificación y la planificación del uso del suelo para regular el desarrollo costero mediante la implementación de estrategias de desarrollo espacial que consideren las vulnerabilidades ambientales, protejan los ecosistemas y mitiguen los riesgos de inundaciones, olas de calor y aumento del nivel del mar. Esto incluye asegurar que el desarrollo se dirija fuera de las áreas de alto riesgo, integrar consideraciones de adaptación al clima en la planificación urbana y promover prácticas sostenibles para cerrar las brechas de adaptación mientras se aborda la desigualdad urbana.",1,1,2,-1,1,0,2,Aborda la desigualdad en las poblaciones urbanas al focalizarse en los quintiles más pobres y garantizar una implementación equitativa de la adaptación.,,,,,,medium,medium,5-10 years,"Marcos de gobernanza efectivos
Participación comunitaria
Inversiones financieras
Experiencia técnica","Reducción de la brecha de adaptación
Disminución de las disparidades de vulnerabilidad urbana
Mejora de la resiliencia de las zonas costeras",,,"""medium""","""medium""","""medium""",,,,,coastal_marine
ipcc_0090,Ampliar la cobertura de seguros contra riesgos climáticos,{adaptation},"{droughts,floods,storms}",,"{droughts,floods,storms}",{},"El seguro proporciona herramientas de gestión financiera de riesgos adaptadas a los desafíos inducidos por el clima. Esto incluye el seguro agrícola tradicional para proteger a los agricultores de pérdidas relacionadas con el clima y soluciones innovadoras de seguros basados en índices. El seguro basado en índices utiliza índices climáticos medibles, como la precipitación o la temperatura, para activar pagos automáticos cuando se alcanzan ciertos umbrales, evitando la necesidad de verificación de pérdidas. Estas herramientas ayudan a estabilizar los ingresos, fomentan la inversión en prácticas resilientes al clima y reducen la vulnerabilidad económica de los actores en los sectores agrícola, acuícola y energético. Además, los productos de seguros combinados con servicios adicionales como el acceso a fertilizantes o semillas mejoran la resiliencia general, especialmente en comunidades rurales y desatendidas. Al mitigar los riesgos asociados con sequías, inundaciones y tormentas, el seguro apoya los objetivos de desarrollo sostenible y adaptación.",0,1,0,-1,0,0,2,"Apoya a los pequeños agricultores, comunidades marginadas y personas en zonas vulnerables mediante la mejora del acceso a herramientas de resiliencia financiera y la mitigación de riesgos relacionados con el clima",,,,,,medium,medium,<5 years,"Disponibilidad de datos climáticos
Marcos regulatorios
Colaboración entre instituciones financieras y gobiernos","Aumento en el número de beneficiarios de seguros
Reducción de las pérdidas económicas por eventos extremos
Adopción de productos de seguros basados en índices",,"""high""",,"""medium""",,,"""medium""",,,
ipcc_0091,Apoyar la diversificación de medios de vida para la resiliencia climática,{adaptation},"{storms,sea_level_rise}",,"{storms,sea_level_rise}",{},"Promover oportunidades de ingresos alternativos para reducir la vulnerabilidad de las comunidades dependientes de la pesca y la maricultura. Los gobiernos municipales pueden facilitar la capacitación, programas de microcrédito y conexiones con cadenas de valor que permitan la diversificación hacia el ecoturismo, el agroprocesamiento, la artesanía y los sectores de servicios. Al apoyar la mejora de la infraestructura, el desarrollo de habilidades y el acceso a financiamiento, las ciudades pueden ayudar a estabilizar los ingresos, fortalecer las economías locales y proteger los medios de vida frente a los impactos de la variabilidad climática y la redistribución de especies marinas.",0,1,2,1,0,0,2,Promueve oportunidades equitativas para las comunidades pesqueras vulnerables apoyando la transición hacia sectores de empleo alternativos como el ecoturismo y la maricultura.,,,,,,high,medium,<5 years,"Inversión en educación
infraestructura
tecnología para apoyar la transición hacia medios de vida diversificados","Aumento de la diversidad de ingresos
tasas de empleo en sectores alternativos
reducción de la sobreexplotación de especies marinas",,,,,"""high""",,"""high""",,,coastal_marine
ipcc_0092,Ampliar las redes de protección social sensibles al clima,{adaptation},"{droughts,heatwaves,floods,storms}",,"{droughts,heatwaves,floods,storms}",{},"Las redes de protección social abarcan mecanismos de protección social adaptativa para reducir la inseguridad alimentaria y la malnutrición, especialmente en las poblaciones vulnerables. Estas incluyen transferencias de efectivo, programas de alimentación escolar, iniciativas de trabajo público, compensación por desempleo, reformas agrarias, esquemas de crédito y seguros. Los enfoques integrados combinan evaluaciones de riesgo climático con reducción del riesgo de desastres, educación y equidad social para fortalecer la resiliencia frente a las tensiones climáticas.",0,1,1,2,1,0,2,"Mejora el estatus social y los derechos de los grupos marginados, protege a las poblaciones vulnerables, reduce las desigualdades y promueve la educación y la equidad de género.",,,,,,high,medium,5-10 years,"Integración del riesgo climático y de desastres en la protección social  
programas educativos  
coordinación con iniciativas de medios de vida sostenibles e inclusión financiera","Reducción de las tasas de desnutrición
Aumento del acceso a la educación para grupos vulnerables
Participación en programas de protección social",,"""high""","""high""","""medium""",,,"""medium""",,,
ipcc_0094,Fortalecer los servicios de salud resilientes al clima,{adaptation},"{heatwaves,floods,droughts}",,"{heatwaves,floods,droughts}",{},"Mejorar el acceso a los servicios de atención médica, incluyendo servicios de salud y nutrición, agua limpia, saneamiento y recursos de salud mental culturalmente apropiados. Ampliar las capacidades de la telemedicina permite una prestación eficiente de servicios de salud, especialmente para poblaciones remotas y desatendidas. Fortalecer los sistemas básicos de salud pública y la preparación ante desastres puede reducir rápidamente la vulnerabilidad a los riesgos para la salud relacionados con el clima.",1,2,0,1,1,0,2,"Promueve el acceso equitativo a la atención médica para grupos marginados y vulnerables, incluyendo poblaciones sin hogar, comunidades remotas y aquellas afectadas por desigualdades en la vivienda.",,,,,,high,medium,5-10 years,"Inversión en tecnologías de telemedicina
Fortalecimiento de la gobernanza de los sistemas de salud pública
Desarrollo de capacidades para los trabajadores de la salud
Mejoras de infraestructura en las instalaciones de salud","Reducción de la mortalidad relacionada con el clima
Mayor acceso a la telemedicina
Número de programas de salud adaptados culturalmente implementados
Mejora en los indicadores de acceso al agua y saneamiento",,"""high""","""high""","""high""",,,,,,
ipcc_0096,Fortalecer la resiliencia climática en la agricultura y la pesca,{adaptation},"{droughts,heatwaves,floods,wildfires,storms}",,"{droughts,heatwaves,floods,wildfires,storms}",{},"Apoyar la adopción de prácticas agrícolas y acuícolas inteligentes frente al clima mediante la creación de condiciones favorables para agricultores y pescadores. Los gobiernos municipales pueden promover razas mejoradas, piensos y fertilizantes, mejorar la eficiencia del riego y fomentar la resiliencia de la acuicultura a través de servicios de extensión, alianzas de investigación y adquisiciones específicas. Al ofrecer incentivos, asistencia técnica y facilitar el acceso a la innovación y la financiación, las ciudades pueden ayudar a los productores a adoptar sistemas agroecológicos, diversificar cultivos y fortalecer prácticas sostenibles que aumenten la resiliencia frente a los impactos climáticos.",1,2,2,1,0,0,2,"Garantiza el acceso a recursos para agricultores y pescadores marginados, promueve opciones de medios de vida diversos y fortalece la resiliencia en comunidades desatendidas.",,,,,,high,medium,5-10 years,"Apoyo político para una agricultura y pesca resilientes al clima
Acceso a financiamiento y subsidios
Capacitación para la adopción de nuevas prácticas
Mejora de la infraestructura de mercados","Aumento de la productividad agrícola y pesquera
Tasa de adopción de sistemas integrados
Reducción de las pérdidas de rendimiento relacionadas con el clima",,"""high""","""high""","""medium""",,,"""medium""","""low""",,
ipcc_0097,Mejorar el almacenamiento y la distribución de alimentos para la resiliencia climática,{adaptation},"{droughts,floods,storms,heatwaves}",,"{droughts,floods,storms,heatwaves}",{},"Fortalecer los sistemas alimentarios locales mejorando la infraestructura de almacenamiento y distribución para reducir pérdidas y aumentar la resiliencia frente a los impactos climáticos. Los gobiernos municipales pueden invertir en instalaciones públicas como cámaras frigoríficas, silos y almacenes, al mismo tiempo que modernizan la logística para manejar productos perecederos de manera más eficiente. Al apoyar los mercados locales, optimizar las redes de distribución y facilitar el acceso a almacenamiento confiable para productores y vendedores, las ciudades pueden mejorar la seguridad alimentaria, reducir el desperdicio y garantizar la disponibilidad estable de alimentos durante crisis y eventos extremos.",0,1,1,1,0,2,2,Apoya el acceso equitativo a los alimentos para poblaciones marginadas y vulnerables al priorizar la producción local de alimentos y mejorar los sistemas de distribución que llegan a las zonas desatendidas.,,,,,,high,medium,5-10 years,"Inversión en infraestructura
Incentivos de políticas para la producción local de alimentos
Colaboración con los sectores de logística y comercio
Tecnología para la optimización de la cadena de suministro","Reducción de las pérdidas postcosecha
Aumento de la disponibilidad local de alimentos
Mejora de la eficiencia del transporte para la distribución de alimentos
Acortamiento de las cadenas de suministro",,"""high""","""high""","""high""",,,"""high""",,,
ipcc_0098,"Aumentar la resiliencia mejorando el acceso a los alimentos, mejorando los medios de vida y promoviendo cambios en la dieta y la reducción del desperdicio de alimentos",{adaptation},"{droughts,heatwaves,floods,wildfires}",,"{droughts,heatwaves,floods,wildfires}",{},"Aumentar la resiliencia mediante la mejora de las prácticas de producción, distribución y consumo de alimentos. Las acciones incluyen mejorar las técnicas agrícolas, adoptar tecnologías de ahorro de agua, implementar soluciones de almacenamiento de bajo costo y promover dietas basadas en plantas. Los responsables de la formulación de políticas pueden fomentar estos comportamientos mediante políticas de precios adecuadas, iniciativas de agricultura sostenible y apoyo a los grupos desfavorecidos. La acción enfatiza el cambio hacia dietas más saludables, la reducción del sobreconsumo y el apoyo a los sistemas alimentarios locales para mitigar las emisiones de gases de efecto invernadero y garantizar la seguridad alimentaria frente al cambio climático.",1,2,2,1,0,0,2,"Promueve el acceso a alimentos asequibles y saludables para comunidades vulnerables, empoderando a mujeres, jóvenes y grupos socialmente desfavorecidos. Fomenta la participación equitativa en prácticas agrícolas sostenibles y redes alimentarias locales.",,,,,,high,medium,5-10 years,"Educación y capacitación para agricultores
Acceso a insumos agrícolas sostenibles
Apoyo político para prácticas sostenibles
Infraestructura tecnológica para almacenamiento y procesamiento","Reducción en los porcentajes de pérdida y desperdicio de alimentos
Aumento en la adopción de dietas basadas en plantas
Mejora en los indicadores de seguridad alimentaria
Reducción de las emisiones de GEI provenientes de los sistemas alimentarios",,"""high""","""medium""","""medium""",,,,"""low""",,
