action_id,action_name,sr15_option,match_strength,option_evidence,option_agreement,dimension,global_indicator,global_relation,city_indicator,sign,city_locode,city_quintile_category,city_capacity,global_indicator_code_value,global_indicator_signal,city_indicator_signed_score,city_mean_signed_score,city_adjusted_score,dimension_score,action_score
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Efficient appliances,direct,Medium,High,environmental,air_pollution,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Low/zero-energy buildings,direct,Medium,High,environmental,toxic_waste,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Efficient appliances,direct,Medium,High,environmental,toxic_waste,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Low/zero-energy buildings,direct,Medium,High,environmental,water_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Efficient appliances,direct,Medium,High,environmental,water_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Low/zero-energy buildings,direct,Medium,High,geophysical,physical_feasibility,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Efficient appliances,direct,Medium,High,geophysical,physical_feasibility,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Low/zero-energy buildings,direct,Medium,High,institutional,political_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Efficient appliances,direct,Medium,High,institutional,political_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Efficient appliances,direct,Medium,High,socio_cultural,public_acceptance,supportive,home_ownership,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Efficient appliances,direct,Medium,High,socio_cultural,public_acceptance,supportive,renter_share,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Efficient appliances,direct,Medium,High,socio_cultural,social_co_benefits,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Efficient appliances,direct,Medium,High,technological,maturity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Efficient appliances,direct,Medium,High,technological,simplicity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Low/zero-energy buildings,direct,Medium,High,technological,technical_scalability,supportive,electricity_access_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Efficient appliances,direct,Medium,High,technological,technical_scalability,supportive,electricity_access_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Low/zero-energy buildings,direct,Medium,High,technological,technical_scalability,supportive,fixed_internet_household_share,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Efficient appliances,direct,Medium,High,technological,technical_scalability,supportive,fixed_internet_household_share,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,economic,cost-effectiveness,supportive,median_household_income,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,economic,cost-effectiveness,supportive,median_household_income,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,economic,cost-effectiveness,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,economic,cost-effectiveness,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,economic,distributional_effects,supportive,home_ownership,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,economic,distributional_effects,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,economic,distributional_effects,supportive,renter_share,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,economic,employment_productivity,supportive,industry_construction_employment,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,economic,employment_productivity,supportive,unemployment_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,environmental,air_pollution,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,environmental,toxic_waste,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,environmental,toxic_waste,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,environmental,water_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,environmental,water_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,geophysical,physical_feasibility,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,geophysical,physical_feasibility,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,institutional,political_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,institutional,political_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,socio_cultural,public_acceptance,supportive,home_ownership,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,socio_cultural,public_acceptance,supportive,renter_share,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,socio_cultural,social_co_benefits,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,technological,maturity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,technological,simplicity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,technological,technical_scalability,supportive,electricity_access_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,technological,technical_scalability,supportive,electricity_access_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Low/zero-energy buildings,direct,Medium,High,technological,technical_scalability,supportive,fixed_internet_household_share,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings",Efficient appliances,direct,Medium,High,technological,technical_scalability,supportive,fixed_internet_household_share,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,economic,cost-effectiveness,supportive,median_household_income,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,economic,cost-effectiveness,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,environmental,air_pollution,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,environmental,biodiversity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,environmental,water_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,geophysical,limited_land_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,geophysical,physical_feasibility,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,institutional,institutional_capacity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,institutional,political_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,institutional,transparency_accountability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,socio_cultural,human_capabilities,supportive,literacy_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,socio_cultural,human_capabilities,supportive,mean_years_schooling,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,socio_cultural,social_co_benefits,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,direct,Medium,High,technological,absence_of_risk,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0034,Improve Fuel Supply Systems for Industrial Heating,Energy efficiency,direct,Robust,High,economic,cost-effectiveness,supportive,median_household_income,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0034,Improve Fuel Supply Systems for Industrial Heating,Energy efficiency,direct,Robust,High,economic,cost-effectiveness,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0034,Improve Fuel Supply Systems for Industrial Heating,Energy efficiency,direct,Robust,High,environmental,air_pollution,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0034,Improve Fuel Supply Systems for Industrial Heating,Energy efficiency,direct,Robust,High,geophysical,global_spread,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0034,Improve Fuel Supply Systems for Industrial Heating,Energy efficiency,direct,Robust,High,institutional,legal_admin_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0034,Improve Fuel Supply Systems for Industrial Heating,Energy efficiency,direct,Robust,High,institutional,political_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0034,Improve Fuel Supply Systems for Industrial Heating,Energy efficiency,direct,Robust,High,socio_cultural,public_acceptance,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0034,Improve Fuel Supply Systems for Industrial Heating,Energy efficiency,direct,Robust,High,technological,maturity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0034,Improve Fuel Supply Systems for Industrial Heating,Energy efficiency,direct,Robust,High,technological,technical_scalability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0035,Enhance industrial energy efficiency processes,Energy efficiency,direct,Robust,High,economic,cost-effectiveness,supportive,median_household_income,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0035,Enhance industrial energy efficiency processes,Energy efficiency,direct,Robust,High,economic,cost-effectiveness,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0035,Enhance industrial energy efficiency processes,Energy efficiency,direct,Robust,High,environmental,air_pollution,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0035,Enhance industrial energy efficiency processes,Energy efficiency,direct,Robust,High,geophysical,global_spread,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0035,Enhance industrial energy efficiency processes,Energy efficiency,direct,Robust,High,institutional,legal_admin_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0035,Enhance industrial energy efficiency processes,Energy efficiency,direct,Robust,High,institutional,political_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0035,Enhance industrial energy efficiency processes,Energy efficiency,direct,Robust,High,socio_cultural,public_acceptance,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0035,Enhance industrial energy efficiency processes,Energy efficiency,direct,Robust,High,technological,maturity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0035,Enhance industrial energy efficiency processes,Energy efficiency,direct,Robust,High,technological,technical_scalability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,economic,cost-effectiveness,supportive,median_household_income,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,economic,cost-effectiveness,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,environmental,air_pollution,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,environmental,toxic_waste,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,environmental,water_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,geophysical,physical_feasibility,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,institutional,political_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,socio_cultural,public_acceptance,supportive,home_ownership,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,socio_cultural,public_acceptance,supportive,renter_share,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,socio_cultural,social_co_benefits,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,technological,maturity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,technological,simplicity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,technological,technical_scalability,supportive,electricity_access_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Efficient appliances,direct,Medium,High,technological,technical_scalability,supportive,fixed_internet_household_share,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",Soil carbon sequestration & biochar,direct,Robust,High,economic,cost-effectiveness,supportive,median_household_income,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",Soil carbon sequestration & biochar,direct,Robust,High,economic,cost-effectiveness,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",Soil carbon sequestration & biochar,direct,Robust,High,economic,distributional_effects,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",Soil carbon sequestration & biochar,direct,Robust,High,economic,employment_productivity,supportive,unemployment_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",Soil carbon sequestration & biochar,direct,Robust,High,environmental,water_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",Soil carbon sequestration & biochar,direct,Robust,High,geophysical,limited_land_use,supportive,population,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",Soil carbon sequestration & biochar,direct,Robust,High,socio_cultural,public_acceptance,supportive,indigenous_identification_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0045,"Promote organic, regenerative and agroecological agriculture in rural areas",Soil carbon sequestration & biochar,direct,Robust,High,technological,maturity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0050,Accelerate the adoption of Agroforestry',Soil carbon sequestration & biochar,direct,Robust,High,economic,cost-effectiveness,supportive,median_household_income,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0050,Accelerate the adoption of Agroforestry',Soil carbon sequestration & biochar,direct,Robust,High,economic,cost-effectiveness,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0050,Accelerate the adoption of Agroforestry',Soil carbon sequestration & biochar,direct,Robust,High,economic,distributional_effects,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0050,Accelerate the adoption of Agroforestry',Soil carbon sequestration & biochar,direct,Robust,High,economic,employment_productivity,supportive,unemployment_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0050,Accelerate the adoption of Agroforestry',Soil carbon sequestration & biochar,direct,Robust,High,environmental,water_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0050,Accelerate the adoption of Agroforestry',Soil carbon sequestration & biochar,direct,Robust,High,geophysical,limited_land_use,supportive,population,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0050,Accelerate the adoption of Agroforestry',Soil carbon sequestration & biochar,direct,Robust,High,socio_cultural,public_acceptance,supportive,indigenous_identification_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0050,Accelerate the adoption of Agroforestry',Soil carbon sequestration & biochar,direct,Robust,High,technological,maturity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,economic,cost-effectiveness,supportive,median_household_income,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,economic,cost-effectiveness,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,environmental,air_pollution,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,environmental,biodiversity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,environmental,water_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,geophysical,limited_land_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,geophysical,physical_feasibility,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,institutional,institutional_capacity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,institutional,political_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,institutional,transparency_accountability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,socio_cultural,human_capabilities,supportive,literacy_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,socio_cultural,human_capabilities,supportive,mean_years_schooling,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,socio_cultural,social_co_benefits,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggregate into small enterprises and expand into organics management,Reduced food wastage,direct,Medium,High,technological,absence_of_risk,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,economic,cost-effectiveness,supportive,median_household_income,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,economic,cost-effectiveness,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,environmental,air_pollution,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,environmental,biodiversity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,environmental,water_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,geophysical,limited_land_use,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,geophysical,physical_feasibility,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,institutional,institutional_capacity,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,institutional,political_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,institutional,transparency_accountability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,socio_cultural,human_capabilities,supportive,literacy_rate,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,socio_cultural,human_capabilities,supportive,mean_years_schooling,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,socio_cultural,social_co_benefits,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,direct,Medium,High,technological,absence_of_risk,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0071,Increase efficiency of industrial furnaces and kilns,Energy efficiency,direct,Robust,High,economic,cost-effectiveness,supportive,median_household_income,1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0071,Increase efficiency of industrial furnaces and kilns,Energy efficiency,direct,Robust,High,economic,cost-effectiveness,supportive,poverty_rate,-1,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0071,Increase efficiency of industrial furnaces and kilns,Energy efficiency,direct,Robust,High,environmental,air_pollution,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0071,Increase efficiency of industrial furnaces and kilns,Energy efficiency,direct,Robust,High,geophysical,global_spread,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0071,Increase efficiency of industrial furnaces and kilns,Energy efficiency,direct,Robust,High,institutional,legal_admin_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0071,Increase efficiency of industrial furnaces and kilns,Energy efficiency,direct,Robust,High,institutional,political_acceptability,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
icare_0071,Increase efficiency of industrial furnaces and kilns,Energy efficiency,direct,Robust,High,socio_cultural,public_acceptance,supportive,,0,CL CNE,,,3,1,,,1.0,1.0,1.0
