mapping_id,action_id,action_name,action_definition,sector,component,eligibility,eligibility_rationale,mapping_indicator_ids,mapping_indicator_names,indicator_evidence_coverage,effectiveness_class,source_sufficiency,time_horizon,maladaptation_flag,assessment_basis,screening_status,screened_source_count,mapping_review_status,mapping_review_note,evidence_id,source_id,source_title,source_url,pdf_page,printed_page,quote_verbatim,evidence_grounding_status,evidence_grounding_note,evidence_indicator_ids,evidence_indicator_names,direction,quantified_value,support_scope,maladaptation_signal,evidence_review_status,evidence_review_note
map_d1772868f95eb47e,ipcc_0083,Plan strategic coastal retreat for vulnerable communities,"Planned relocation and retreat of people, assets, and activities from coastal hazard zones to reduce exposure and risks caused by sea-level rise and associated coastal hazards.",energy_security,vulnerability,not_eligible,The action's primary mechanism does not directly change an Energy Security vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,>10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_e372a5a342c7b2ba,ipcc_0083,Plan strategic coastal retreat for vulnerable communities,"Planned relocation and retreat of people, assets, and activities from coastal hazard zones to reduce exposure and risks caused by sea-level rise and associated coastal hazards.",energy_security,exposure,eligible,Strategic coastal retreat directly changes the location and density of exposed population.,10018,Population density,complete (1/1),medium,moderate,>10 years,true,proposed_evidence,complete,10,proposed,,ev_56147e11eeeae070,ES_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_FullReport.pdf,37,25,"Responses to ongoing sea level rise and land subsidence in low-lying coastal cities and settlements and small islands include protection, accommodation, advance and planned relocation (high confidence). These responses are more effective if combined and/or sequenced, planned well ahead, aligned with sociocultural values and development priorities, and underpinned by inclusive community engagement processes (high confidence).",verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,10018,Population density,supports,,whole_action,false,proposed,
map_e372a5a342c7b2ba,ipcc_0083,Plan strategic coastal retreat for vulnerable communities,"Planned relocation and retreat of people, assets, and activities from coastal hazard zones to reduce exposure and risks caused by sea-level rise and associated coastal hazards.",energy_security,exposure,eligible,Strategic coastal retreat directly changes the location and density of exposed population.,10018,Population density,complete (1/1),medium,moderate,>10 years,true,proposed_evidence,complete,10,proposed,,ev_e9b80bc90f1ec669,ES_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_FullReport.pdf,108,96,"Properly supported and where levels of agency and assets are high, migration as an adaptation to climate change can reduce exposure and socioeconomic vulnerability (medium confidence). However, migration becomes a risk when climate hazards cause an individual, household or community to move involuntarily or with low agency (high confidence).",verified_ordered,Ordered token coverage on the cited PDF page is 98.0%.,10018,Population density,qualifies,,whole_action,true,proposed,
map_a8f239e7e1f78fcc,ipcc_0084,Restore/create natural areas,"Restoration and conservation of marine and coastal habitats, such as mangroves, vegetated dunes, seagrasses, coral reefs, and kelp forests, to protect coastal communities, support biodiversity, sequester carbon, and mitigate climate change. Efforts include creating marine protected areas, active restoration of coral reefs, ridge-to-reef management, restoring dunes, planting salinity-tolerant trees, increasing forest cover, detect and manage forest pests.",energy_security,vulnerability,not_eligible,The action's primary mechanism does not directly change an Energy Security vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_ba8520466e92f313,ipcc_0084,Restore/create natural areas,"Restoration and conservation of marine and coastal habitats, such as mangroves, vegetated dunes, seagrasses, coral reefs, and kelp forests, to protect coastal communities, support biodiversity, sequester carbon, and mitigate climate change. Efforts include creating marine protected areas, active restoration of coral reefs, ridge-to-reef management, restoring dunes, planting salinity-tolerant trees, increasing forest cover, detect and manage forest pests.",energy_security,exposure,not_eligible,The action's primary mechanism does not directly change an Energy Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_d8b474a20db789a9,ipcc_0085,Reduce pressures on ecosystems to build resilience,"Reduce pollution, eutrophication, and anthropogenic pressures on natural systems, including marine and terrestrial ecosystems. Efforts include managing runoff, protecting sensitive habitats like the Great Barrier Reef, addressing non-climate drivers, promoting sustainable fisheries harvest, and increasing connectivity between natural areas to enhance ecosystem resilience.",energy_security,vulnerability,not_eligible,The action's primary mechanism does not directly change an Energy Security vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_21c7909835ec3c74,ipcc_0085,Reduce pressures on ecosystems to build resilience,"Reduce pollution, eutrophication, and anthropogenic pressures on natural systems, including marine and terrestrial ecosystems. Efforts include managing runoff, protecting sensitive habitats like the Great Barrier Reef, addressing non-climate drivers, promoting sustainable fisheries harvest, and increasing connectivity between natural areas to enhance ecosystem resilience.",energy_security,exposure,not_eligible,The action's primary mechanism does not directly change an Energy Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_7acb83ddc4479add,ipcc_0086,Implement ecosystem‑based adaptation measures,"Restoring and sustainably managing marine, coastal, urban, riverine, and wetland ecosystems to protect against climate hazards such as storm surges, floods, and heatwaves. Efforts include agroecology, coastal and marine vegetation and reefs, vegetation corridors, mangrove habitat restoration, urban green space to reduce temperatures. These actions improve biodiversity, store carbon, enhance water quality, and provide socio-economic and cultural co-benefits.",energy_security,vulnerability,eligible,"Urban ecosystem-based measures reduce temperatures and cooling demand, plausibly affecting residential electricity consumption and electrical energy intensity.",10009 | 10010,Residential electrical consumption | Electrical energy intensity,complete (2/2),low,moderate,5-10 years,false,proposed_evidence,complete,10,proposed,,ev_e55f887837a61ea6,ES_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_FullReport.pdf,2452,2440,"Urban greening (e.g., tree planting; construction of stormwater retention areas; construction of green roofs and cool roofs; provision of rainwater barrels; pervious pavement materials) Mitigation, particularly avoided emissions; public health improvements—increases in physical activity, reductions in air and noise pollution, reduced urban heat island effect, improved mental health; urban flood risk management; water savings; energy savings",layout_match,Quote text is present but PDF columns or tables changed its extraction order; ordered coverage is 72.4% and token coverage is 100.0%. Confirm visually during evidence review.,10009 | 10010,Residential electrical consumption | Electrical energy intensity,supports,,partial_action,false,needs_review,
map_73b81e0d0c0725df,ipcc_0086,Implement ecosystem‑based adaptation measures,"Restoring and sustainably managing marine, coastal, urban, riverine, and wetland ecosystems to protect against climate hazards such as storm surges, floods, and heatwaves. Efforts include agroecology, coastal and marine vegetation and reefs, vegetation corridors, mangrove habitat restoration, urban green space to reduce temperatures. These actions improve biodiversity, store carbon, enhance water quality, and provide socio-economic and cultural co-benefits.",energy_security,exposure,not_eligible,The action's primary mechanism does not directly change an Energy Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_b2536a3e01fa9b34,ipcc_0087,Improve Infrastructure retrofitting,"Strengthen and upgrade existing infrastructure, including roads, housing, and energy systems, to improve resilience against climate risks such as floods, droughts, and heatwaves. Efforts include using thermosiphons for permafrost degradation, increasing rooftop albedo (for reflectivity) and shading",energy_security,vulnerability,eligible,Retrofitting energy systems for climate resilience directly reduces the risk of electricity interruption.,10008,Electricity interruption,complete (1/1),medium,broad,5-10 years,false,proposed_evidence,complete,10,proposed,,ev_f73f8807eef11422,ES_SRC_009,Stronger Power: Improving Power Sector Resilience to Natural Hazards,https://documents1.worldbank.org/curated/en/200771560790885170/pdf/Stronger-Power-Improving-Power-Sector-Resilience-to-Natural-Hazards.pdf,25,24,"One straightforward way to improve power system performance during floods is to elevate solar panels, or to locate plants or substations in an elevated area that will not be flooded – and, when possible, far enough from the coastline to avoid coastal flood. For existing plants that cannot be moved, elevating critical components is an option (particularly for substations), as is building dikes or flood protection walls.",verified_exact,Normalized quote occurs on the cited PDF page.,10008,Electricity interruption,supports,,partial_action,false,proposed,
map_b2536a3e01fa9b34,ipcc_0087,Improve Infrastructure retrofitting,"Strengthen and upgrade existing infrastructure, including roads, housing, and energy systems, to improve resilience against climate risks such as floods, droughts, and heatwaves. Efforts include using thermosiphons for permafrost degradation, increasing rooftop albedo (for reflectivity) and shading",energy_security,vulnerability,eligible,Retrofitting energy systems for climate resilience directly reduces the risk of electricity interruption.,10008,Electricity interruption,complete (1/1),medium,broad,5-10 years,false,proposed_evidence,complete,10,proposed,,ev_35a2d666dbfe4fee,ES_SRC_010,Enhancing Resilience: Climate-proofing Power Infrastructure,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2025/Dec/IRENA_TEC_Enhancing_resilience_power_infrastructure_2025.pdf,9,9,"Protect critical assets with upgrades tailored to local climate threats (flood defences, storm hardening, etc.). Selected solutions must match the specific vulnerabilities identified.",verified_exact,Normalized quote occurs on the cited PDF page.,10008,Electricity interruption,supports,,whole_action,false,proposed,
map_87f2b7c024c763a4,ipcc_0087,Improve Infrastructure retrofitting,"Strengthen and upgrade existing infrastructure, including roads, housing, and energy systems, to improve resilience against climate risks such as floods, droughts, and heatwaves. Efforts include using thermosiphons for permafrost degradation, increasing rooftop albedo (for reflectivity) and shading",energy_security,exposure,not_eligible,The action's primary mechanism does not directly change an Energy Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_354d583beb54c0c7,ipcc_0088,Update and enforce climate‑resilient building codes,"The development and implementation of building codes and architectural design regulations aimed at integrating climate adaptation parameters. These codes are focused on reducing risks from climate-induced hazards like floods and landslides. They also support climate-resilient urban development by guiding land use, construction practices, and infrastructure standards. The initiative fosters strategic long-term urban planning to coordinate public and private investments in adaptation, including the creation of safe zones and the transformation of precarious settlements. It ensures that new infrastructure is resilient to climate risks and that urban spaces are safe and sustainable for current and future populations.",energy_security,vulnerability,eligible,Climate-resilient building codes and coordinated long-term urban planning directly strengthen the governance capacity represented by the resilient-cities indicator.,10017,Resilient cities,complete (1/1),medium,broad,5-10 years,false,proposed_evidence,complete,10,proposed,,ev_582850ddca9f12a1,ES_SRC_005,Brazil 2025 Energy Policy Review,https://iea.blob.core.windows.net/assets/6ea1af14-d51f-47f5-8fe7-76bfd55b0ea0/Brazil2025-EnergyPolicyReview.pdf,59,59,"The regulation ABNT NBR 15.775 sets requirements for the thermal performance of building fabric and is mandatory for all new residential buildings, though enforcement is variable. The standard was updated in 2024 to become more stringent.",verified_exact,Normalized quote occurs on the cited PDF page.,10017,Resilient cities,qualifies,,whole_action,false,proposed,
map_354d583beb54c0c7,ipcc_0088,Update and enforce climate‑resilient building codes,"The development and implementation of building codes and architectural design regulations aimed at integrating climate adaptation parameters. These codes are focused on reducing risks from climate-induced hazards like floods and landslides. They also support climate-resilient urban development by guiding land use, construction practices, and infrastructure standards. The initiative fosters strategic long-term urban planning to coordinate public and private investments in adaptation, including the creation of safe zones and the transformation of precarious settlements. It ensures that new infrastructure is resilient to climate risks and that urban spaces are safe and sustainable for current and future populations.",energy_security,vulnerability,eligible,Climate-resilient building codes and coordinated long-term urban planning directly strengthen the governance capacity represented by the resilient-cities indicator.,10017,Resilient cities,complete (1/1),medium,broad,5-10 years,false,proposed_evidence,complete,10,proposed,,ev_be93cadda902b51e,ES_SRC_009,Stronger Power: Improving Power Sector Resilience to Natural Hazards,https://documents1.worldbank.org/curated/en/200771560790885170/pdf/Stronger-Power-Improving-Power-Sector-Resilience-to-Natural-Hazards.pdf,38,37,"Resilience depends on developing or sustaining the laws, regulations, and guidelines that require utilities to (i) apply appropriate safety standards to resilient power facilities, both in the installation/construction phase and during regular maintenance and operation; and (ii) prepare an emergency action plan to be submitted to the relevant authority.",verified_exact,Normalized quote occurs on the cited PDF page.,10017,Resilient cities,supports,,whole_action,false,proposed,
map_53e0364cd9aaee6a,ipcc_0088,Update and enforce climate‑resilient building codes,"The development and implementation of building codes and architectural design regulations aimed at integrating climate adaptation parameters. These codes are focused on reducing risks from climate-induced hazards like floods and landslides. They also support climate-resilient urban development by guiding land use, construction practices, and infrastructure standards. The initiative fosters strategic long-term urban planning to coordinate public and private investments in adaptation, including the creation of safe zones and the transformation of precarious settlements. It ensures that new infrastructure is resilient to climate risks and that urban spaces are safe and sustainable for current and future populations.",energy_security,exposure,not_eligible,The action's primary mechanism does not directly change an Energy Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_8c3d2e65aa56ecbe,ipcc_0089,Spatially redirect development,"Use zoning and land-use planning to regulate coastal development by implementing spatial development strategies that consider environmental vulnerabilities, protect ecosystems, and mitigate risks from flooding, heatwaves, and sea-level rise. This includes ensuring that development is directed away from high-risk areas, integrating climate adaptation considerations into urban planning, and promoting sustainable practices to close adaptation gaps while addressing urban inequality.",energy_security,vulnerability,eligible,Climate-risk zoning and land-use planning directly strengthen municipal resilience planning represented by the resilient-cities indicator.,10017,Resilient cities,none (0/1; missing 10017),none_demonstrated,none,5-10 years,false,proposed_evidence,complete,10,proposed,,,,,,,,,,,,,,,,,,
map_dacb5a62316263f2,ipcc_0089,Spatially redirect development,"Use zoning and land-use planning to regulate coastal development by implementing spatial development strategies that consider environmental vulnerabilities, protect ecosystems, and mitigate risks from flooding, heatwaves, and sea-level rise. This includes ensuring that development is directed away from high-risk areas, integrating climate adaptation considerations into urban planning, and promoting sustainable practices to close adaptation gaps while addressing urban inequality.",energy_security,exposure,eligible,Redirecting development away from high-risk areas directly changes the location and density of exposed population.,10018,Population density,complete (1/1),medium,moderate,5-10 years,false,proposed_evidence,complete,10,proposed,,ev_4c6e577b9718e78c,ES_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_FullReport.pdf,1657,1645,Reviewing land use and spatial planning to reduce exposure to climate risks,verified_exact,Normalized quote occurs on the cited PDF page.,10018,Population density,supports,,whole_action,false,proposed,
map_f543fb06b56954ea,ipcc_0090,Expand climate risk insurance coverage,"Insurance provides financial risk management tools tailored to climate-induced challenges. This includes traditional agricultural insurance to protect farmers from weather-related losses and innovative index-based insurance solutions. Index-based insurance leverages measurable weather indices, such as rainfall or temperature, to trigger payouts automatically when thresholds are reached, bypassing the need for loss verification. These tools help stabilize incomes, encourage investment in climate-resilient practices, and reduce the economic vulnerability of stakeholders in agriculture, aquaculture, and energy sectors. Furthermore, bundled insurance products with additional services like fertilizer or seed access enhance overall resilience, particularly in underserved and rural communities. By mitigating risks associated with droughts, floods, and storms, insurance supports sustainable development and adaptation goals",energy_security,vulnerability,eligible,"Climate-risk insurance can protect energy affordability and household or local economic capacity, directly addressing energy poverty and income-related adaptive-capacity indicators.",10007 | 10015 | 10016,Energy poverty | Municipal GDP per capita | Income greater than two minimum wages,partial (2/3; missing 10007),low,moderate,<5 years,true,proposed_evidence,complete,10,needs_review,Contradicting evidence requires confirmation.,ev_2aca8f1e09d74994,ES_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_FullReport.pdf,111,99,"Risk insurance can be a feasible tool to adapt to transfer climate risks and support sustainable development (high confidence). They can reduce both vulnerability and exposure, support post-disaster recovery and reduce financial burden on governments, households and business.",verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,10015 | 10016,Municipal GDP per capita | Income greater than two minimum wages,qualifies,,partial_action,false,proposed,
map_f543fb06b56954ea,ipcc_0090,Expand climate risk insurance coverage,"Insurance provides financial risk management tools tailored to climate-induced challenges. This includes traditional agricultural insurance to protect farmers from weather-related losses and innovative index-based insurance solutions. Index-based insurance leverages measurable weather indices, such as rainfall or temperature, to trigger payouts automatically when thresholds are reached, bypassing the need for loss verification. These tools help stabilize incomes, encourage investment in climate-resilient practices, and reduce the economic vulnerability of stakeholders in agriculture, aquaculture, and energy sectors. Furthermore, bundled insurance products with additional services like fertilizer or seed access enhance overall resilience, particularly in underserved and rural communities. By mitigating risks associated with droughts, floods, and storms, insurance supports sustainable development and adaptation goals",energy_security,vulnerability,eligible,"Climate-risk insurance can protect energy affordability and household or local economic capacity, directly addressing energy poverty and income-related adaptive-capacity indicators.",10007 | 10015 | 10016,Energy poverty | Municipal GDP per capita | Income greater than two minimum wages,partial (2/3; missing 10007),low,moderate,<5 years,true,proposed_evidence,complete,10,needs_review,Contradicting evidence requires confirmation.,ev_1f193de30faf2eab,ES_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_FullReport.pdf,952,940,"Finally, although insurance has the potential to incentivise practices to reduce risks, including through measures to reduce premiums (see Section 6.4.5 for additional details), researchers of insurance-led adaptation actions have argued that, since insurance regimes privilege normality, they tend to structurally embed risky behaviour and inhibit change (O’Hare, White and Connelly, 2016).",verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,10015 | 10016,Municipal GDP per capita | Income greater than two minimum wages,contradicts,,partial_action,true,proposed,
map_5250a15103c11c2b,ipcc_0090,Expand climate risk insurance coverage,"Insurance provides financial risk management tools tailored to climate-induced challenges. This includes traditional agricultural insurance to protect farmers from weather-related losses and innovative index-based insurance solutions. Index-based insurance leverages measurable weather indices, such as rainfall or temperature, to trigger payouts automatically when thresholds are reached, bypassing the need for loss verification. These tools help stabilize incomes, encourage investment in climate-resilient practices, and reduce the economic vulnerability of stakeholders in agriculture, aquaculture, and energy sectors. Furthermore, bundled insurance products with additional services like fertilizer or seed access enhance overall resilience, particularly in underserved and rural communities. By mitigating risks associated with droughts, floods, and storms, insurance supports sustainable development and adaptation goals",energy_security,exposure,not_eligible,The action's primary mechanism does not directly change an Energy Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,<5 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_b5412f0679e1253b,ipcc_0091,Support livelihood diversification for climate resilience,"Promote alternative income opportunities to reduce the vulnerability of communities dependent on fisheries and mariculture. Municipal governments can facilitate training, microcredit programs, and connections to value chains that enable diversification into eco-tourism, agro-processing, crafts, and service sectors. By supporting infrastructure upgrades, skills development, and access to finance, cities can help stabilize incomes, strengthen local economies, and protect livelihoods from the impacts of shifting marine species distributions and climate variability.",energy_security,vulnerability,eligible,Livelihood diversification directly affects income and local economic capacity represented by the GDP and household-income indicators.,10015 | 10016,Municipal GDP per capita | Income greater than two minimum wages,complete (2/2),low,moderate,<5 years,false,proposed_evidence,complete,10,proposed,,ev_bf94b01ca0bddc71,ES_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_FullReport.pdf,111,99,"There is high evidence (medium agreement) that diversifying livelihoods improves incomes and reduces socioeconomic vulnerability, but feasibility changes depending on livelihood type, opportunities and local context.",verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,10015 | 10016,Municipal GDP per capita | Income greater than two minimum wages,qualifies,,whole_action,false,proposed,
map_61448a53534db675,ipcc_0091,Support livelihood diversification for climate resilience,"Promote alternative income opportunities to reduce the vulnerability of communities dependent on fisheries and mariculture. Municipal governments can facilitate training, microcredit programs, and connections to value chains that enable diversification into eco-tourism, agro-processing, crafts, and service sectors. By supporting infrastructure upgrades, skills development, and access to finance, cities can help stabilize incomes, strengthen local economies, and protect livelihoods from the impacts of shifting marine species distributions and climate variability.",energy_security,exposure,not_eligible,The action's primary mechanism does not directly change an Energy Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,<5 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_17107ab43bc3b39f,ipcc_0092,Expand climate‑responsive social safety nets,"Social safety nets encompass adaptive social protection mechanisms to reduce food insecurity and malnutrition, especially for vulnerable populations. These include cash transfers, school feeding programs, public work initiatives, unemployment compensation, land reforms, credit and insurance schemes. Integrated approaches combine climate risk assessments with disaster risk reduction, education, and social equity to enhance resilience to climate stresses.",energy_security,vulnerability,eligible,Cash transfers and other social protection measures directly affect energy affordability and household income capacity.,10007 | 10016,Energy poverty | Income greater than two minimum wages,partial (1/2; missing 10007),low,moderate,5-10 years,false,proposed_evidence,complete,10,proposed,,ev_1569f832674b0ce0,ES_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_FullReport.pdf,37,25,"Integrating climate adaptation into social protection programs, including cash transfers and public works programmes, is highly feasible and increases resilience to climate change, especially when supported by basic services and infrastructure. Social safety nets are increasingly being reconfigured to build adaptive capacities of the most vulnerable in rural and also urban communities. Social safety nets that support climate change adaptation have strong co-benefits with development goals such as education, poverty alleviation, gender inclusion and food security.",verified_exact,Normalized quote occurs on the cited PDF page.,10016,Income greater than two minimum wages,qualifies,,whole_action,false,proposed,
map_37543ebe0ac1908f,ipcc_0092,Expand climate‑responsive social safety nets,"Social safety nets encompass adaptive social protection mechanisms to reduce food insecurity and malnutrition, especially for vulnerable populations. These include cash transfers, school feeding programs, public work initiatives, unemployment compensation, land reforms, credit and insurance schemes. Integrated approaches combine climate risk assessments with disaster risk reduction, education, and social equity to enhance resilience to climate stresses.",energy_security,exposure,not_eligible,The action's primary mechanism does not directly change an Energy Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_ada2451703c87dac,ipcc_0094,Strengthen climate‑resilient health services,"Enhancing access to health care services, including health and nutrition services, clean water, sanitation, and culturally appropriate mental health resources. Expanding telemedicine capabilities enables efficient health service delivery, particularly for remote and underserved populations. Strengthening basic public health systems and disaster preparedness can rapidly reduce vulnerability to climate-related health risks.",energy_security,vulnerability,not_eligible,The action's primary mechanism does not directly change an Energy Security vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_208b91ec4743e221,ipcc_0094,Strengthen climate‑resilient health services,"Enhancing access to health care services, including health and nutrition services, clean water, sanitation, and culturally appropriate mental health resources. Expanding telemedicine capabilities enables efficient health service delivery, particularly for remote and underserved populations. Strengthening basic public health systems and disaster preparedness can rapidly reduce vulnerability to climate-related health risks.",energy_security,exposure,not_eligible,The action's primary mechanism does not directly change an Energy Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_de7d377d45565ad7,ipcc_0096,Strengthen climate resilience in farming and fisheries,"Support the adoption of climate-smart agricultural and aquaculture practices by creating enabling conditions for farmers and fishers. Municipal governments can promote improved breeds, feed, and fertilizers, enhance irrigation efficiency, and foster aquaculture resilience through extension services, research partnerships, and targeted procurement. By offering incentives, technical assistance, and facilitating access to innovation and finance, cities can help producers adopt agroecological systems, diversify crops, and strengthen sustainable practices that build resilience to climate impacts.",energy_security,vulnerability,not_eligible,The action's primary mechanism does not directly change an Energy Security vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_5047db3408972553,ipcc_0096,Strengthen climate resilience in farming and fisheries,"Support the adoption of climate-smart agricultural and aquaculture practices by creating enabling conditions for farmers and fishers. Municipal governments can promote improved breeds, feed, and fertilizers, enhance irrigation efficiency, and foster aquaculture resilience through extension services, research partnerships, and targeted procurement. By offering incentives, technical assistance, and facilitating access to innovation and finance, cities can help producers adopt agroecological systems, diversify crops, and strengthen sustainable practices that build resilience to climate impacts.",energy_security,exposure,not_eligible,The action's primary mechanism does not directly change an Energy Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_7b952fed73899935,ipcc_0097,Upgrade food storage and distribution for climate resilience,"Strengthen local food systems by improving storage and distribution infrastructure to reduce losses and enhance resilience to climate impacts. Municipal governments can invest in public facilities such as cool storage units, silos, and warehouses, while upgrading logistics to handle perishable goods more efficiently. By supporting local markets, optimizing distribution networks, and facilitating access to reliable storage for producers and vendors, cities can improve food security, reduce waste, and ensure stable food availability during crises and extreme events.",energy_security,vulnerability,not_eligible,The action's primary mechanism does not directly change an Energy Security vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_9578bc954ca378eb,ipcc_0097,Upgrade food storage and distribution for climate resilience,"Strengthen local food systems by improving storage and distribution infrastructure to reduce losses and enhance resilience to climate impacts. Municipal governments can invest in public facilities such as cool storage units, silos, and warehouses, while upgrading logistics to handle perishable goods more efficiently. By supporting local markets, optimizing distribution networks, and facilitating access to reliable storage for producers and vendors, cities can improve food security, reduce waste, and ensure stable food availability during crises and extreme events.",energy_security,exposure,not_eligible,The action's primary mechanism does not directly change an Energy Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_e8a046656bffee21,ipcc_0098,"Increase resilience by improving access to food, improving livelihoods and promoting dietary shifts and food waste reduction","Increase resilience through improved food production, distribution, and consumption practices. Actions include enhancing agricultural techniques, adopting water-saving technologies, implementing low-cost storage solutions, and promoting plant-based diets. Policymakers can encourage these behaviors with appropriate pricing policies, sustainable agriculture initiatives, and support for disadvantaged groups. The action emphasizes shifting to healthier diets, reducing overconsumption, and supporting local food systems to mitigate greenhouse gas emissions and ensure food security under climate change.",energy_security,vulnerability,not_eligible,The action's primary mechanism does not directly change an Energy Security vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_2c174adbb3c6ce33,ipcc_0098,"Increase resilience by improving access to food, improving livelihoods and promoting dietary shifts and food waste reduction","Increase resilience through improved food production, distribution, and consumption practices. Actions include enhancing agricultural techniques, adopting water-saving technologies, implementing low-cost storage solutions, and promoting plant-based diets. Policymakers can encourage these behaviors with appropriate pricing policies, sustainable agriculture initiatives, and support for disadvantaged groups. The action emphasizes shifting to healthier diets, reducing overconsumption, and supporting local food systems to mitigate greenhouse gas emissions and ensure food security under climate change.",energy_security,exposure,not_eligible,The action's primary mechanism does not directly change an Energy Security exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
