schema_version,evidence_id,mapping_id,source_id,pdf_page,printed_page,quote_verbatim,quote_language,grounding_status,grounding_note,direction,quantified_value,support_scope,maladaptation_signal,extraction_run_id,review_status,reviewed_by,reviewed_at,review_note
0.3.0,ev_e55f887837a61ea6,map_7acb83ddc4479add,ES_SRC_002,2452,2440,"Urban greening (e.g., tree planting; construction of stormwater retention areas; construction of green roofs and cool roofs; provision of rainwater barrels; pervious pavement materials) Mitigation, particularly avoided emissions; public health improvements—increases in physical activity, reductions in air and noise pollution, reduced urban heat island effect, improved mental health; urban flood risk management; water savings; energy savings",en,layout_match,Quote text is present but PDF columns or tables changed its extraction order; ordered coverage is 72.4% and token coverage is 100.0%. Confirm visually during evidence review.,supports,,partial_action,false,energy_security_assessment_2026-08-28,needs_review,,,
0.3.0,ev_f73f8807eef11422,map_b2536a3e01fa9b34,ES_SRC_009,25,24,"One straightforward way to improve power system performance during floods is to elevate solar panels, or to locate plants or substations in an elevated area that will not be flooded – and, when possible, far enough from the coastline to avoid coastal flood. For existing plants that cannot be moved, elevating critical components is an option (particularly for substations), as is building dikes or flood protection walls.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_35a2d666dbfe4fee,map_b2536a3e01fa9b34,ES_SRC_010,9,9,"Protect critical assets with upgrades tailored to local climate threats (flood defences, storm hardening, etc.). Selected solutions must match the specific vulnerabilities identified.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_582850ddca9f12a1,map_354d583beb54c0c7,ES_SRC_005,59,59,"The regulation ABNT NBR 15.775 sets requirements for the thermal performance of building fabric and is mandatory for all new residential buildings, though enforcement is variable. The standard was updated in 2024 to become more stringent.",en,verified_exact,Normalized quote occurs on the cited PDF page.,qualifies,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_be93cadda902b51e,map_354d583beb54c0c7,ES_SRC_009,38,37,"Resilience depends on developing or sustaining the laws, regulations, and guidelines that require utilities to (i) apply appropriate safety standards to resilient power facilities, both in the installation/construction phase and during regular maintenance and operation; and (ii) prepare an emergency action plan to be submitted to the relevant authority.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_4c6e577b9718e78c,map_dacb5a62316263f2,ES_SRC_002,1657,1645,Reviewing land use and spatial planning to reduce exposure to climate risks,en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_2aca8f1e09d74994,map_f543fb06b56954ea,ES_SRC_002,111,99,"Risk insurance can be a feasible tool to adapt to transfer climate risks and support sustainable development (high confidence). They can reduce both vulnerability and exposure, support post-disaster recovery and reduce financial burden on governments, households and business.",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,qualifies,,partial_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_1f193de30faf2eab,map_f543fb06b56954ea,ES_SRC_002,952,940,"Finally, although insurance has the potential to incentivise practices to reduce risks, including through measures to reduce premiums (see Section 6.4.5 for additional details), researchers of insurance-led adaptation actions have argued that, since insurance regimes privilege normality, they tend to structurally embed risky behaviour and inhibit change (O’Hare, White and Connelly, 2016).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,contradicts,,partial_action,true,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_bf94b01ca0bddc71,map_b5412f0679e1253b,ES_SRC_002,111,99,"There is high evidence (medium agreement) that diversifying livelihoods improves incomes and reduces socioeconomic vulnerability, but feasibility changes depending on livelihood type, opportunities and local context.",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,qualifies,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_1569f832674b0ce0,map_17107ab43bc3b39f,ES_SRC_002,37,25,"Integrating climate adaptation into social protection programs, including cash transfers and public works programmes, is highly feasible and increases resilience to climate change, especially when supported by basic services and infrastructure. Social safety nets are increasingly being reconfigured to build adaptive capacities of the most vulnerable in rural and also urban communities. Social safety nets that support climate change adaptation have strong co-benefits with development goals such as education, poverty alleviation, gender inclusion and food security.",en,verified_exact,Normalized quote occurs on the cited PDF page.,qualifies,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_b4bcac10c0b7b7f8,map_264a5b0fe3643b0e,ES_SRC_010,37,37,"PSH offers unmatched capacity for long-duration energy storage (hours to days), ensuring reliable power supply during extended outages, extreme weather events or disruption to fuel supply chains (LDES, 2023). PSH can offer between 12-hour and 31-hour storage depth (AEMO, 2019).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,12-hour to 31-hour storage depth,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_3400f3629cb707f5,map_fdf83d71ce39dfb7,ES_SRC_002,111,99,Efficient water use and water management especially in hydropower and combined cycle power plants in drought-prone areas have a high feasibility (high confidence) with multiple co-benefits (medium confidence). Water-related adaptation in the energy sector is highly effective up to 1.5°C but declines with increasing warming (medium confidence).,en,layout_match,Quote text is present but PDF columns or tables changed its extraction order; ordered coverage is 46.2% and token coverage is 100.0%. Confirm visually during evidence review.,supports,,whole_action,false,energy_security_assessment_2026-08-28,needs_review,,,
0.3.0,ev_95f74ba43212671a,map_ef59d2f3b5538813,ES_SRC_002,108,96,"Properly supported and where levels of agency and assets are high, migration as an adaptation to climate change can reduce exposure and socioeconomic vulnerability (medium confidence). However, migration becomes a risk when climate hazards cause an individual, household or community to move involuntarily or with low agency (high confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 98.0%.,qualifies,,partial_action,true,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_7f4c9fc8de372db5,map_62c9f67283b022d5,ES_SRC_009,38,37,"Recovery operations encompass not only specific steps for damage recovery and power restoration, but also internal institutional coordination and cooperation with other utilities, governmental institutions, and municipalities.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_bb972ac290c8ac4b,map_62c9f67283b022d5,ES_SRC_010,30,30,"One of the key steps within the resilience framework is to develop an emergency management plan, which includes preparing a checklist, developing and reviewing outage recovery plans, procuring and conducting periodic review of back up resources, and coordination between different personnel and stakeholders. It is also important to create schemes to enhance the capacity of the system to withstand an event, minimise damage, recover rapidly and adapt to it.",en,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_b3204e7c5a580e72,map_2cb8c0c30e1d7264,ES_SRC_002,37,25,"Responses to ongoing sea level rise and land subsidence in low-lying coastal cities and settlements and small islands include protection, accommodation, advance and planned relocation (high confidence). These responses are more effective if combined and/or sequenced, planned well ahead, aligned with sociocultural values and development priorities, and underpinned by inclusive community engagement processes (high confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,whole_action,false,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_bbebb04f15575bb8,map_2cb8c0c30e1d7264,ES_SRC_002,108,96,"Properly supported and where levels of agency and assets are high, migration as an adaptation to climate change can reduce exposure and socioeconomic vulnerability (medium confidence). However, migration becomes a risk when climate hazards cause an individual, household or community to move involuntarily or with low agency (high confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 98.0%.,qualifies,,whole_action,true,energy_security_assessment_2026-08-28,proposed,,,
0.3.0,ev_19a2fc123dbdf8c7,map_d9bcab79b0166715,FS_SRC_009,14,12,"Switching from flood irrigation to alternative wetting and drying of plots has reduced input costs by 20 percent, raised productivity by 5–10 percent, and significantly cut methane emissions and water use. Science, technology, outreach, training, and extension services for farmers and cooperatives through Farmer Field Schools; increased availability of certified seed; and better irrigation management techniques helped deliver the technology at large scale.",en,verified_ordered,Ordered token coverage on the cited PDF page is 95.3%.,supports,20% lower input costs; 5–10% higher productivity; reduced water use,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_a4524d120f5c43f1,map_acd190f9363b01c7,FS_SRC_009,14,12,"In Himachal Pradesh state, improved management of the Mid-Himalayan watershed as part of a national watershed management program has given farmers US$8 million in carbon credits from the Prototype Carbon Fund. To date, up to 10,000 hectares of nonarable agricultural wastelands have been restored and degraded forests have been afforested. On arable lands, more than 10,000 water harvesting structures have been built, expanding irrigation potential by nearly 9,000 hectares benefiting some 54,000 rural households (24 percent of which are vulnerable households) increasing their resilience to drought.",en,verified_ordered,Ordered token coverage on the cited PDF page is 98.9%.,supports,"10,000 ha restored/afforested; 10,000+ water-harvesting structures; nearly 9,000 ha additional irrigation potential",partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_e5d354a18b69cca6,map_b1d280d50c8cb13a,FS_SRC_002,7,719,"Supportive public policies will enhance effectiveness and/or feasibility of adaptation in ecosystem provisioning services (medium confidence). Policies that support system transitions include shifting subsidies, removing perverse incentives, regulation and certification, green public procurement, investment in sustainable value chains, support for capacity-building, access to insurance premiums, payments for ecosystem services, and social protection, among others (medium confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_935a48a7d5ac96bf,map_b1d280d50c8cb13a,FS_SRC_009,22,20,"Modern parametric approaches to risk quantification and monitoring have led to the development of insurance type products that have the ability to manage risk more efficiently, especially at the aggregated (for example, banks) level, and that can be used to reduce the cost of finance for farmers. Increasingly, countries are introducing risk financing approaches and products that will enable the catastrophic layer of loss from events such as floods and droughts to be managed by government and enable compensation to flow to farmers.",en,layout_match,Quote text is present but PDF columns or tables changed its extraction order; ordered coverage is 94.0% and token coverage is 98.8%. Confirm visually during evidence review.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,needs_review,,,
0.3.0,ev_cee37cf88880c6f7,map_ad75e339bb913cd1,FS_SRC_002,33,745,"Crop diversification reduces cereal crop sensitivity to precipitation variability, yield losses and crop insurance payouts under drought (high confidence). For example, a study in Canada comparing diversified rotations and monoculture corn found significant positive yield impacts, yield stability and increased SOC under both RCP4.5 and RCP8.5 by 2100.",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_b331e60fac0107d0,map_97e994478d3afd88,FS_SRC_002,7,719,"Supportive public policies will enhance effectiveness and/or feasibility of adaptation in ecosystem provisioning services (medium confidence). Policies that support system transitions include shifting subsidies, removing perverse incentives, regulation and certification, green public procurement, investment in sustainable value chains, support for capacity-building, access to insurance premiums, payments for ecosystem services, and social protection, among others (medium confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_70b48f6a25c432c0,map_b9602fdfdc0aee78,FS_SRC_003,13,4,"Previsão Climática e Zoneamento Territorial (PZ): ferramentas importantes pois possibilitam a construção de cenários preditivos e exploratórios sobre os efeitos da mudança do clima na agricultura e minimizam os riscos climáticos. Além de permitir compreender a favorabilidade climática para as áreas de produção de determinadas culturas considerando clima, solo (textura) e ciclo da cultivar, evitando os riscos.",pt,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_894ffb7b63393d7d,map_7244372fe9ff2f40,FS_SRC_003,13,4,"Previsão Climática e Zoneamento Territorial (PZ): ferramentas importantes pois possibilitam a construção de cenários preditivos e exploratórios sobre os efeitos da mudança do clima na agricultura e minimizam os riscos climáticos. Além de permitir compreender a favorabilidade climática para as áreas de produção de determinadas culturas considerando clima, solo (textura) e ciclo da cultivar, evitando os riscos.",pt,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_f812933382533c8b,map_16aea93e79f55730,FS_SRC_002,7,719,"Supportive public policies will enhance effectiveness and/or feasibility of adaptation in ecosystem provisioning services (medium confidence). Policies that support system transitions include shifting subsidies, removing perverse incentives, regulation and certification, green public procurement, investment in sustainable value chains, support for capacity-building, access to insurance premiums, payments for ecosystem services, and social protection, among others (medium confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_a6278c5dcaf35a66,map_00381158405ddcd7,FS_SRC_009,14,12,"In Himachal Pradesh state, improved management of the Mid-Himalayan watershed as part of a national watershed management program has given farmers US$8 million in carbon credits from the Prototype Carbon Fund. To date, up to 10,000 hectares of nonarable agricultural wastelands have been restored and degraded forests have been afforested. On arable lands, more than 10,000 water harvesting structures have been built, expanding irrigation potential by nearly 9,000 hectares benefiting some 54,000 rural households (24 percent of which are vulnerable households) increasing their resilience to drought.",en,verified_ordered,Ordered token coverage on the cited PDF page is 98.9%.,supports,"10,000 ha restored/afforested; 10,000+ water-harvesting structures; nearly 9,000 ha additional irrigation potential",partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_fd4b76ec8cbc0f58,map_e5ce5ccceac66b4c,FS_SRC_003,13,4,"Previsão Climática e Zoneamento Territorial (PZ): ferramentas importantes pois possibilitam a construção de cenários preditivos e exploratórios sobre os efeitos da mudança do clima na agricultura e minimizam os riscos climáticos. Além de permitir compreender a favorabilidade climática para as áreas de produção de determinadas culturas considerando clima, solo (textura) e ciclo da cultivar, evitando os riscos.",pt,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_6d65d00512a38132,map_b27bac017c86a676,FS_SRC_009,14,12,"In Himachal Pradesh state, improved management of the Mid-Himalayan watershed as part of a national watershed management program has given farmers US$8 million in carbon credits from the Prototype Carbon Fund. To date, up to 10,000 hectares of nonarable agricultural wastelands have been restored and degraded forests have been afforested. On arable lands, more than 10,000 water harvesting structures have been built, expanding irrigation potential by nearly 9,000 hectares benefiting some 54,000 rural households (24 percent of which are vulnerable households) increasing their resilience to drought.",en,verified_ordered,Ordered token coverage on the cited PDF page is 98.9%.,supports,"10,000 ha restored/afforested; 10,000+ water-harvesting structures; nearly 9,000 ha additional irrigation potential",partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_062b74181e7f98fe,map_24840a9fb1575812,FS_SRC_009,14,12,"In Himachal Pradesh state, improved management of the Mid-Himalayan watershed as part of a national watershed management program has given farmers US$8 million in carbon credits from the Prototype Carbon Fund. To date, up to 10,000 hectares of nonarable agricultural wastelands have been restored and degraded forests have been afforested. On arable lands, more than 10,000 water harvesting structures have been built, expanding irrigation potential by nearly 9,000 hectares benefiting some 54,000 rural households (24 percent of which are vulnerable households) increasing their resilience to drought.",en,verified_ordered,Ordered token coverage on the cited PDF page is 98.9%.,supports,"10,000 ha restored/afforested; 10,000+ water-harvesting structures; nearly 9,000 ha additional irrigation potential",partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_687e721d9f8a5ec2,map_2bec302ce0070189,FS_SRC_009,14,12,"In Himachal Pradesh state, improved management of the Mid-Himalayan watershed as part of a national watershed management program has given farmers US$8 million in carbon credits from the Prototype Carbon Fund. To date, up to 10,000 hectares of nonarable agricultural wastelands have been restored and degraded forests have been afforested. On arable lands, more than 10,000 water harvesting structures have been built, expanding irrigation potential by nearly 9,000 hectares benefiting some 54,000 rural households (24 percent of which are vulnerable households) increasing their resilience to drought.",en,verified_ordered,Ordered token coverage on the cited PDF page is 98.9%.,supports,"10,000 ha restored/afforested; 10,000+ water-harvesting structures; nearly 9,000 ha additional irrigation potential",partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_c744aae4bfa50859,map_2ce93505ebe37625,FS_SRC_009,14,12,"In Himachal Pradesh state, improved management of the Mid-Himalayan watershed as part of a national watershed management program has given farmers US$8 million in carbon credits from the Prototype Carbon Fund. To date, up to 10,000 hectares of nonarable agricultural wastelands have been restored and degraded forests have been afforested. On arable lands, more than 10,000 water harvesting structures have been built, expanding irrigation potential by nearly 9,000 hectares benefiting some 54,000 rural households (24 percent of which are vulnerable households) increasing their resilience to drought.",en,verified_ordered,Ordered token coverage on the cited PDF page is 98.9%.,supports,"10,000 ha restored/afforested; 10,000+ water-harvesting structures; nearly 9,000 ha additional irrigation potential",partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_c28fbc691be4fd17,map_fd73437af3e0f4b7,FS_SRC_002,7,719,"Supportive public policies will enhance effectiveness and/or feasibility of adaptation in ecosystem provisioning services (medium confidence). Policies that support system transitions include shifting subsidies, removing perverse incentives, regulation and certification, green public procurement, investment in sustainable value chains, support for capacity-building, access to insurance premiums, payments for ecosystem services, and social protection, among others (medium confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_22b4d4a2772a43db,map_fd73437af3e0f4b7,FS_SRC_009,22,20,"Modern parametric approaches to risk quantification and monitoring have led to the development of insurance type products that have the ability to manage risk more efficiently, especially at the aggregated (for example, banks) level, and that can be used to reduce the cost of finance for farmers. Increasingly, countries are introducing risk financing approaches and products that will enable the catastrophic layer of loss from events such as floods and droughts to be managed by government and enable compensation to flow to farmers.",en,layout_match,Quote text is present but PDF columns or tables changed its extraction order; ordered coverage is 94.0% and token coverage is 98.8%. Confirm visually during evidence review.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,needs_review,,,
0.3.0,ev_dc4124eb9a25be93,map_f25199fe6fc0b028,FS_SRC_009,15,13,"Intercropping promoted through this collaboration has helped to boost incomes and fight hunger in the coffee lands while delivering adaptation and mitigation benefits in part of Nicaragua and in Chiapas state, Mexico. Diversified production systems have helped boost the resilience of farmer incomes throughout the year, while fruit trees provide shade, boosting resilience to drought and heat, and absorb carbon.",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_4f20e5ec102e008d,map_cebc5e1447b89bfa,FS_SRC_002,7,719,"Supportive public policies will enhance effectiveness and/or feasibility of adaptation in ecosystem provisioning services (medium confidence). Policies that support system transitions include shifting subsidies, removing perverse incentives, regulation and certification, green public procurement, investment in sustainable value chains, support for capacity-building, access to insurance premiums, payments for ecosystem services, and social protection, among others (medium confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_b837366c1b9f8784,map_cebc5e1447b89bfa,FS_SRC_002,89,801,"Integrated multi-sectoral strategies that incorporate social protection are effective adaptation responses (high confidence). Social protection programmes, such as cash transfers, weather index insurance and asset-building activities such as well construction, can support short-term responses to acute food insecurity in response to extreme events but can also build adaptive capacity longer term.",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_faac5e2a24d614c9,map_cebc5e1447b89bfa,FS_SRC_012,17,,"Anticipatory and early response programs, including through national safety net programs, delivering social protection and financial inclusion by acting ahead of predicted hazards; preventing or reducing the adverse effects of shocks on lives and livelihoods before the impacts fully manifest. Helping alleviate short-term humanitarian need by reducing food insecurity: e.g. in Niger, the early transfers improve food security by 8%, consumption by 17.6%, and psychological well-being by 17.8%.",en,layout_match,Quote text is present but PDF columns or tables changed its extraction order; ordered coverage is 60.3% and token coverage is 100.0%. Confirm visually during evidence review.,supports,8% improved food security; 17.6% improved consumption; 17.8% improved psychological well-being,whole_action,false,all_sectors_evidence_2026-08-30,needs_review,,,
0.3.0,ev_75417fd5afb2ec00,map_e396ab27a380d4b4,FS_SRC_002,33,745,"Crop diversification reduces cereal crop sensitivity to precipitation variability, yield losses and crop insurance payouts under drought (high confidence). For example, a study in Canada comparing diversified rotations and monoculture corn found significant positive yield impacts, yield stability and increased SOC under both RCP4.5 and RCP8.5 by 2100.",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_dae01198a1b761c8,map_e396ab27a380d4b4,FS_SRC_009,14,12,"Switching from flood irrigation to alternative wetting and drying of plots has reduced input costs by 20 percent, raised productivity by 5–10 percent, and significantly cut methane emissions and water use. Science, technology, outreach, training, and extension services for farmers and cooperatives through Farmer Field Schools; increased availability of certified seed; and better irrigation management techniques helped deliver the technology at large scale.",en,verified_ordered,Ordered token coverage on the cited PDF page is 95.3%.,supports,20% lower input costs; 5–10% higher productivity; reduced water use,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_6febfd394956d59b,map_6e61a648736fa715,FS_SRC_009,12,10,"Reducing food waste and food loss is key for boosting the CSA triple win by raising the overall food system productivity while delivering greater resilience and lower emissions by using less land, forests, and water resources.",en,verified_ordered,Ordered token coverage on the cited PDF page is 97.2%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_c5443b6dce63fdf1,map_54ebfd5bcf11e57e,FS_SRC_002,89,801,"Integrated multi-sectoral strategies that incorporate social protection are effective adaptation responses (high confidence). Social protection programmes, such as cash transfers, weather index insurance and asset-building activities such as well construction, can support short-term responses to acute food insecurity in response to extreme events but can also build adaptive capacity longer term.",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_d7c3971e0faca790,map_54ebfd5bcf11e57e,FS_SRC_009,12,10,"Reducing food waste and food loss is key for boosting the CSA triple win by raising the overall food system productivity while delivering greater resilience and lower emissions by using less land, forests, and water resources.",en,verified_ordered,Ordered token coverage on the cited PDF page is 97.2%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_a95986dd249f3116,map_30f98615cfb37e1f,FS_SRC_009,14,12,"In Himachal Pradesh state, improved management of the Mid-Himalayan watershed as part of a national watershed management program has given farmers US$8 million in carbon credits from the Prototype Carbon Fund. To date, up to 10,000 hectares of nonarable agricultural wastelands have been restored and degraded forests have been afforested. On arable lands, more than 10,000 water harvesting structures have been built, expanding irrigation potential by nearly 9,000 hectares benefiting some 54,000 rural households (24 percent of which are vulnerable households) increasing their resilience to drought.",en,verified_ordered,Ordered token coverage on the cited PDF page is 98.9%.,supports,"10,000 ha restored/afforested; 10,000+ water-harvesting structures; nearly 9,000 ha additional irrigation potential",partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_08007abbc18eca7e,map_a1d0179b96e9da76,FS_SRC_009,14,12,"Switching from flood irrigation to alternative wetting and drying of plots has reduced input costs by 20 percent, raised productivity by 5–10 percent, and significantly cut methane emissions and water use. Science, technology, outreach, training, and extension services for farmers and cooperatives through Farmer Field Schools; increased availability of certified seed; and better irrigation management techniques helped deliver the technology at large scale.",en,verified_ordered,Ordered token coverage on the cited PDF page is 95.3%.,supports,20% lower input costs; 5–10% higher productivity; reduced water use,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_e59329f775368b96,map_d0f670c1e1525367,FS_SRC_009,14,12,"In Himachal Pradesh state, improved management of the Mid-Himalayan watershed as part of a national watershed management program has given farmers US$8 million in carbon credits from the Prototype Carbon Fund. To date, up to 10,000 hectares of nonarable agricultural wastelands have been restored and degraded forests have been afforested. On arable lands, more than 10,000 water harvesting structures have been built, expanding irrigation potential by nearly 9,000 hectares benefiting some 54,000 rural households (24 percent of which are vulnerable households) increasing their resilience to drought.",en,verified_ordered,Ordered token coverage on the cited PDF page is 98.9%.,supports,"10,000 ha restored/afforested; 10,000+ water-harvesting structures; nearly 9,000 ha additional irrigation potential",partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_69ce970e325dcaa1,map_e8a5d2d1d46b705a,FS_SRC_002,7,719,"Supportive public policies will enhance effectiveness and/or feasibility of adaptation in ecosystem provisioning services (medium confidence). Policies that support system transitions include shifting subsidies, removing perverse incentives, regulation and certification, green public procurement, investment in sustainable value chains, support for capacity-building, access to insurance premiums, payments for ecosystem services, and social protection, among others (medium confidence).",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_0228f981e75aa503,map_8636723ebea56a86,GS_SRC_004,5,5,"A ação de apoio a Sistemas de Drenagem Urbana Sustentável e de Manejo de Águas Pluviais do Programa Gestão de Riscos e Desastres objetiva apoiar a redução do risco de desastres naturais em municípios críticos a partir do planejamento e da execução de obras, em articulação com as políticas de desenvolvimento urbano, de uso e ocupação do solo e de gestão das respectivas bacias hidrográficas, com foco na gestão sustentável da drenagem urbana, por meio de ações estruturais e não-estruturais dirigidas à recuperação de áreas úmidas, à prevenção, ao controle e à minimização dos impactos provocados por alagamentos, enchentes e inundações urbanas e ribeirinhas.",pt,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_b906ed3f14885f36,map_8636723ebea56a86,GS_SRC_004,9,9,"Os projetos deverão quantificar o número de famílias e edificações beneficiadas que sairão da área de risco de alagamentos para o cenário projetado após a execução das obras de drenagem propostas, por meio da apresentação de mapas que apresentem as manchas de inundação para diferentes Tempos de Retorno (TR), para situação antes e após a execução da intervenção na área proposta.",pt,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_e9549678911bd26c,map_eb52ff04db04271d,GS_SRC_008,2,2,"Strategic Objective 2. Strengthen cities' capacity to develop local strategies/plans to enhance resilience; by: improving their self-assessment and diagnostic skills; providing relevant training and tools for strategic planning to reduce disaster and climate risks and for risk-informed development. Strategic Objective 3. Support cities to implement local strategies/plans to enhance resilience; by: providing access to finance for supporting DRR, climate change adaptation and to implement resilience initiatives; improving the ability of local authorities to plan, design, build and manage resilient infrastructure; improving the capacity of local authorities to use nature-based solutions and seek innovative approach to address local resilience.",en,verified_ordered,Ordered token coverage on the cited PDF page is 100.0%.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_d1466c3a26417e83,map_02081021a289eaf2,GS_SRC_004,5,5,"A ação de apoio a Sistemas de Drenagem Urbana Sustentável e de Manejo de Águas Pluviais do Programa Gestão de Riscos e Desastres objetiva apoiar a redução do risco de desastres naturais em municípios críticos a partir do planejamento e da execução de obras, em articulação com as políticas de desenvolvimento urbano, de uso e ocupação do solo e de gestão das respectivas bacias hidrográficas, com foco na gestão sustentável da drenagem urbana, por meio de ações estruturais e não-estruturais dirigidas à recuperação de áreas úmidas, à prevenção, ao controle e à minimização dos impactos provocados por alagamentos, enchentes e inundações urbanas e ribeirinhas.",pt,verified_exact,Normalized quote occurs on the cited PDF page.,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
