action_id,action_name_en,action_name_es,sector,verdict_category,verdict_score,ownership_category,ownership_score,ownership_weight,ownership_description,restrictions_category,restrictions_score,restrictions_weight,restrictions_description,legal_justification,analysis_date,generation_method,publisher_id,legal_reference_1,legal_reference_2,legal_reference_3,legal_reference_4,legal_reference_5,legal_reference_6
icare_0009,Deploy cogeneration systems in industries,Desplegar sistemas de cogeneración en las industrias,stationary_energy,blocked,0.0,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,blocked,0.0,0.33,"There is a legal prohibition/restriction, or legal reform is needed.","La cogeneración industrial está regulada por la Ley 20.936 y el marco regulatorio de la CNE. La Ley 21.305 obliga a los grandes consumidores energéticos (>500 TEP/año) a realizar auditorías y planes de eficiencia energética, administrada por la CNE. Los municipios no tienen competencia directa sobre la operación energética de industrias privadas. Su rol posible es: (i) promover la adopción mediante incentivos en ordenanzas locales, y (ii) articular mesas de trabajo con el sector industrial. Titularidad 0: sin competencia sobre operaciones industriales. Restricciones 0: regulación de la CNE y decisión privada. Alineación 100: alineada con política de eficiencia industrial pero sin rol municipal.",2026-04-30,expert review,SSG,Ley 20.936 Transmisión Eléctrica — BCN,Ley 21.305 Eficiencia Energética — BCN,Potestades Minenergia,CNE — Cogeneración,CORFO Eficiencia Energética Industrial,
icare_0010,Promote Net-Zero and Green Building Certifications,Promover certificaciones de edificios Net-Zero y verdes,stationary_energy,conditional,0.66,conditional,0.5,0.67,"Authority exists but is conditional, ambiguous, or mediated by an enabling instrument.",enabled,1.0,0.33,No legal restrictions; no additional authorization required.,"La Ley 21.305 y el DS 1/2020 instituyen la Calificación Energética de Viviendas (CEV) como sistema oficial de certificación en Chile. El municipio puede promover la adopción de certificaciones voluntarias adicionales (LEED, CES, Passivhaus) mediante incentivos en ordenanzas locales, incluyendo reducciones de derechos municipales o tramitación expedita de permisos. La Ley 18.695 art. 12° habilita a los municipios para dictar ordenanzas en materias de su competencia. La competencia regulatoria sobre estándares de certificación es del MINVU/CNE; el municipio puede incentivar mediante sus instrumentos locales sin contradecir la norma nacional. Titularidad 50: incentivo, no obligación normativa propia. Restricciones 100: no hay restricciones — los incentivos son potestad municipal. Alineación 100: plena con política nacional de EE.",2026-04-30,expert review,SSG,Ley 21.305 Eficiencia Energética — BCN,DS 1/2020 CEV — BCN,Ley 18.695 (LOCM) — BCN,Potestades Minenergia,CNE — Calificación Energética,
icare_0012,Expand solar energy generation on municipal facilities and public assets,Ampliar la generación de energía solar en instalaciones municipales y bienes públicos,stationary_energy,enabled,1.0,enabled,1.0,0.67,Municipality has explicit legal authority to act directly.,enabled,1.0,0.33,No legal restrictions; no additional authorization required.,"La Ley 20.936 (Transmisión Eléctrica) y la Ley 21.185 (Generación Distribuida) habilitan a los organismos públicos para generar energía solar fotovoltaica y conectarse a la red mediante el mecanismo de net billing. La Ley 18.695 art. 5° habilita al municipio para administrar sus bienes, incluyendo la instalación de sistemas de generación en sus activos. La Ley 21.305 promueve la generación renovable en organismos públicos como medida de eficiencia energética. El municipio puede instalar paneles solares en sus edificios y obtener créditos de inyección a la red mediante net billing cumpliendo el procedimiento de conexión técnica y los estándares de la CNE y la SEC — no se requiere autorización política especial, pero sí los trámites técnicos de conexión ante la distribuidora conforme a la Ley 21.185. Titularidad 100: plena sobre activos propios. Restricciones 100: la Ley 21.185 habilita expresamente sin restricciones adicionales. Alineación 100: plena con política de renovables y Ley 21.305. El CNDU 2021 (Propuesta 4.10) promueve explícitamente la generación distribuida y la eficiencia en edificios municipales como componentes de la transición energética urbana, reforzando la alineación política de esta acción.",2026-04-30,expert review,SSG,Ley 20.936 Transmisión Eléctrica — BCN,Ley 21.305 Eficiencia Energética — BCN,Ley 18.695 (LOCM) — BCN,Agencia Sostenibilidad Energética,Potestades Minenergia,
icare_0015,Promote Mini and Micro-Hydropower and Biomass Energy,"Promover la energía minihidroeléctrica, microhidroeléctrica y de biomasa",stationary_energy,conditional,0.5,conditional,0.5,0.67,"Authority exists but is conditional, ambiguous, or mediated by an enabling instrument.",conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La generación hidroeléctrica requiere concesión de derechos de agua conforme al Código de Aguas (DFL N°1122/1981 MOP), trámite ante la Dirección General de Aguas (DGA). Proyectos de escala relevante requieren además ingreso al SEIA (Ley 19.300) y autorización de la CNE y la SEC. La biomasa energética forestal está regulada por la Ley 20.283 (Bosque Nativo). Los municipios pueden promover estas fuentes en su territorio y ser ejecutores en activos propios. Titularidad 50: competencia habilitada pero condicionada a múltiples permisos. Restricciones 50: DGA, SEIA, CNE y SEC según escala del proyecto. Alineación 100: plena con política de ERNC y descarbonización rural.",2026-04-30,expert review,SSG,DFL 1122/1981 Código de Aguas — BCN,Ley 20.283 Bosque Nativo — BCN,Ley 21.305 Eficiencia Energética — BCN,Potestades Minenergia,CNE — Energías Renovables,
icare_0016,"Promote solar thermal and heat pump systems for water heating in residential, commercial, and public buildings","Promover sistemas solares térmicos y bombas de calor para el calentamiento de agua en edificios residenciales, comerciales y públicos",stationary_energy,enabled,1.0,enabled,1.0,0.67,Municipality has explicit legal authority to act directly.,enabled,1.0,0.33,No legal restrictions; no additional authorization required.,"El habilitante jurídico directo es la Ley 18.695 art. 5° — administración de bienes municipales — que permite instalar sistemas de calentamiento solar térmico y bombas de calor en activos propios. La Ley 21.305 fija el objetivo de promover energías renovables en calefacción y agua caliente sanitaria como marco de política, operando como referencia de coherencia sectorial, no como habilitante de la instalación en sí. El DS 331/2006 del Ministerio de Economía (Fomento) regula los requisitos técnicos de colectores solares térmicos para efectos de los subsidios habitacionales del MINVU — no constituye el marco regulatorio general de la acción. El marco habilitante principal es la Ley 21.305 y la Ley 18.695 art. 5°. La Ley 18.695 art. 5° habilita al municipio para instalar estas tecnologías en sus propios edificios — competencia directa y plena. Para el stock privado, el municipio actúa como facilitador del acceso a subsidios del Ministerio de Energía, sin potestad regulatoria propia sobre los artefactos. Titularidad 100: plena para edificios propios. Restricciones 100: sin restricciones para activos propios. Alineación 100: plena con política nacional de EE y descarbonización.",2026-04-30,expert review,SSG,Ley 21.305 Eficiencia Energética — BCN,DS 331/2006 Colectores Solares — BCN,Ley 18.695 (LOCM) — BCN,Agencia Sostenibilidad Energética,Potestades Minenergia,
icare_0023,Upgrade and maintain electrical substations,Actualizar y mantener subestaciones eléctricas,stationary_energy,blocked,0.0,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,blocked,0.0,0.33,"There is a legal prohibition/restriction, or legal reform is needed.","Las subestaciones eléctricas son infraestructura de las empresas transmisoras y distribuidoras, reguladas por la CNE y la SEC conforme a la Ley 20.936 y la Ley 18.410. Los municipios no tienen ninguna competencia sobre subestaciones eléctricas salvo en el caso muy excepcional de servidumbres en terrenos propios. La Ley 20.936 regula el sistema de transmisión a nivel nacional sin rol municipal. Esta acción está fuera del ámbito de competencia municipal en la práctica totalidad de los casos. Titularidad 0: sin competencia sobre infraestructura eléctrica de terceros. Restricciones 0: regulación íntegramente sectorial. Alineación 100: alineada con política energética pero inaplicable municipalmente.",2026-04-30,expert review,SSG,Ley 18.410 SEC — BCN,Ley 20.936 Transmisión Eléctrica — BCN,Potestades Minenergia,,,
icare_0024,Integrate renewables into municipal water systems,Integrar energías renovables en los sistemas municipales de agua,stationary_energy,conditional,0.5,conditional,0.5,0.67,"Authority exists but is conditional, ambiguous, or mediated by an enabling instrument.",conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"Los sistemas de Agua Potable Rural (APR) son administrados por Comités APR con apoyo de la DOH (MOP) conforme al DFL 382/1988 (Código de Aguas). Los municipios pueden ser contraparte de los APR en zonas rurales (Ley 18.695 art. 5°). La instalación de sistemas renovables en infraestructura APR está habilitada por la Ley 20.936 y la Ley 21.305. Para sistemas urbanos de agua potable y alcantarillado, la competencia es de las empresas sanitarias (Ley 18.902/SISS) — el municipio no tiene ningún rol. Titularidad 50: competencia municipal acotada al contexto rural APR. Restricciones 50: coordinación con DOH, MOP y Comités APR requerida. Alineación 100: plena con política de ERNC y eficiencia en sistemas rurales.",2026-04-30,expert review,SSG,DFL 382/1988 Agua Potable Rural — BCN,Ley 18.902 SISS — BCN,Ley 21.305 Eficiencia Energética — BCN,Potestades Minenergia,DOH — MOP Agua Potable Rural,
icare_0025,Promote energy-efficient and climate-resilient housing for low-income and informal settlements,Promover viviendas eficientes en energía y resilientes al clima para asentamientos informales y de bajos ingresos,stationary_energy,blocked,0.16,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La LOCM art. 4° letra f) habilita al municipio a participar en actividades de construcción y habilitación de viviendas — habilitación genérica de participación, no competencia sectorial propia. El DS N° 27 (V. y U.), de 2016, reglamenta íntegramente el Programa de Mejoramiento de Viviendas y Barrios: el MINVU convoca los llamados (art. 22), el SERVIU califica los proyectos (art. 27-28), el MINVU o SEREMI selecciona y asigna los subsidios (arts. 29-31), y los montos son fijados por resolución ministerial (art. 3). El municipio no tiene ningún rol decisional en el programa — puede actuar como Entidad Patrocinante (art. 34) bajo CRAT con la SEREMI, organizando demanda, formulando proyectos y acompañando técnicamente a las familias, pero sin potestad sobre apertura de llamados, condiciones técnicas ni asignación de subsidios. La Ley 21.305 fija objetivos de reducción de pobreza energética como marco de política; los mecanismos concretos de EE en vivienda operan vía DS 27 Cap. IV (Proyectos de Eficiencia Energética e Hídrica, art. 95-98: subsidio máximo 50-120 UF por vivienda), administrado íntegramente por MINVU/SERVIU. Titularidad 0: sin competencia propia — rol de Entidad Patrocinante bajo norma MINVU. Restricciones 50: la acción es posible solo dentro de llamados MINVU abiertos. Alineación 100: plena con política nacional de EE y vivienda social.",2026-04-30,expert review,SSG,DS 49/2011 MINVU Habitabilidad — BCN,Ley 21.305 Eficiencia Energética — BCN,Ley 18.695 (LOCM) — BCN,Potestades Minenergia,PMU SUBDERE,
icare_0026,Implement time-of-use electricity tariffs to enhance demand-side flexibility and efficiency,Implementar tarifas eléctricas según el horario de uso para mejorar la flexibilidad y eficiencia del lado de la demanda,stationary_energy,blocked,0.0,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,blocked,0.0,0.33,"There is a legal prohibition/restriction, or legal reform is needed.","Las tarifas eléctricas son reguladas exclusivamente por la CNE conforme a la Ley 20.936 y la Ley 18.410. Los municipios no tienen potestad para establecer, modificar o influir en las tarifas eléctricas de ningún tipo. La implementación de tarifas de tiempo de uso (TOU) es facultad exclusiva de la CNE a propuesta de las distribuidoras. El rol municipal posible se limita a optimizar el uso de las tarifas TOU vigentes en sus propias instalaciones (gestión de demanda interna), lo que no requiere ninguna habilitación adicional. Titularidad 0: sin potestad tarifaria. Restricciones 0: regulación tarifaria íntegramente de la CNE. Alineación 100: alineada con política de eficiencia pero inaplicable en su dimensión regulatoria.",2026-04-30,expert review,SSG,Ley 20.936 Transmisión Eléctrica — BCN,Ley 18.410 SEC — BCN,Potestades Minenergia,CNE — Tarifas Eléctricas,,
icare_0027,Create financing programs for local renewable energy projects,Crear programas de financiamiento para proyectos locales de energía renovable,stationary_energy,conditional,0.84,enabled,1.0,0.67,Municipality has explicit legal authority to act directly.,conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La Ley 18.695 art. 5° habilita al municipio para promover el desarrollo comunitario y administrar recursos para ese fin. El art. 6° habilita al municipio para otorgar subvenciones y celebrar contratos para el cumplimiento de sus fines. La Ley 21.305 promueve la generación renovable local y habilita programas de apoyo a la eficiencia energética comunitaria. El municipio puede crear fondos concursables locales para proyectos de ERNC de vecinos y organizaciones comunitarias, siempre dentro del presupuesto municipal aprobado por el Concejo. Titularidad 100: potestad municipal de subvención habilitada expresamente. Restricciones 50: requiere acuerdo del Concejo Municipal para asignar recursos. Alineación 100: plena con política nacional de ERNC y Ley 21.305. El CNDU 2021 (Propuesta 4.10) promueve la generación distribuida para autoconsumo como componente de la transición energética urbana, lo que refuerza la alineación política de los fondos concursables municipales orientados a este fin. La LMCC (Ley 21.455) refuerza la coherencia de esta acción al obligar al municipio a integrar medidas de eficiencia y ERNC en su planificación comunal de cambio climático; sin embargo, no transfiere competencias regulatorias sectoriales — el municipio crea un fondo en ejercicio de sus potestades de subvención (LOCM art. 6°), no en ejercicio de regulación del mercado energético.",2026-04-30,expert review,SSG,Ley 18.695 (LOCM) — BCN,Ley 21.305 Eficiencia Energética — BCN,Potestades Minenergia,Agencia Sostenibilidad Energética,FNDR — SUBDERE,
icare_0028,"Promote passive cooling through natural shading and ventilation in residential, commercial, and public buildings","Promover la refrigeración pasiva mediante sombreado natural y ventilación en edificios residenciales, comerciales y públicos",stationary_energy,conditional,0.5,conditional,0.5,0.67,"Authority exists but is conditional, ambiguous, or mediated by an enabling instrument.",conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La Ley 21.305 y la OGUC (DS 47/1992 MINVU) establecen el marco técnico para condicionamiento térmico de edificios. El municipio puede incorporar estándares de diseño bioclimático en ordenanzas locales de edificación, complementando la norma nacional siempre que no la contradiga. La Ley 18.695 art. 12° habilita las ordenanzas municipales. Para sus propios edificios, la competencia es directa y plena. Para el stock privado, el municipio puede incentivar mediante ordenanzas o campañas educativas, pero no puede imponer diseños más allá de lo que permite la OGUC sin habilitación legal expresa. Titularidad 50: directa para activos propios, incentivadora para privados. Restricciones 50: acotada por los límites de la OGUC en el sector privado. Alineación 100: plena con política nacional de EE y adaptación climática.",2026-04-30,expert review,SSG,Ley 21.305 Eficiencia Energética — BCN,OGUC — DS 47/1992 MINVU — BCN,Ley 18.695 (LOCM) — BCN,Potestades Minenergia,Agencia Sostenibilidad Energética,
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Captura y uso de biogás en plantas de tratamiento de aguas residuales,stationary_energy,blocked,0.0,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,blocked,0.0,0.33,"There is a legal prohibition/restriction, or legal reform is needed.","Las plantas de tratamiento de aguas servidas urbanas son competencia de las empresas sanitarias concesionadas, reguladas por la SISS conforme a la Ley 18.902 — el municipio no tiene ningún rol en su operación. La excepción rural APR: los municipios pueden operar sistemas APR (Agua Potable Rural, DFL 382/1988), pero APR corresponde a agua potable, no a aguas servidas. El encaje con captura de biogás de aguas servidas es analógico, sin norma expresa que habilite esta función municipal. La Ley 20.936 y la Ley 21.305 habilitan el uso de biogás para generación, pero la aplicación municipal directa es prácticamente inaplicable en el marco normativo vigente. Titularidad 0: sin competencia sobre plantas de aguas servidas. Restricciones 0: regulación íntegra de SISS y sanitarias. Alineación 100: alineada con política de biogás pero inaplicable municipalmente.",2026-04-30,expert review,SSG,Ley 18.902 SISS — BCN,Ley 20.936 Transmisión Eléctrica — BCN,Ley 21.305 Eficiencia Energética — BCN,Potestades Minenergia,,
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Captura y uso de biogás en plantas de tratamiento de aguas residuales,stationary_energy,blocked,0.0,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,blocked,0.0,0.33,"There is a legal prohibition/restriction, or legal reform is needed.","Las plantas de tratamiento de aguas servidas urbanas son competencia de la SISS (Superintendencia de Servicios Sanitarios, Ley 18.902), no del municipio. El municipio puede operar APR (Agua Potable Rural) en zonas rurales, pero los APR corresponden a agua potable, no a aguas servidas —distinción fundamental. Los lodos de plantas de tratamiento pueden constituir residuos peligrosos categoría I (Lista I, D.S. 148/2003 MINSAL), sujetos a la Autoridad Sanitaria. La gestión de biogás añade complejidad regulatoria adicional (normas de emisión, posible SEIA). No existe norma que habilite expresamente al municipio para capturar biogás de aguas servidas, ni siquiera en el contexto rural con APR propio.",2026-04-30,expert review,SSG,Ley 18.902 — SISS — BCN,D.S. 148/2003 MINSAL — Residuos peligrosos — BCN,Ley 20.936 — ERNC — BCN,D.S. 136/2004 Reglamento Orgánico MINSAL — BCN,,
icare_0033,Install biodigesters in rural properties,Instalar biodigestores en propiedades rurales,stationary_energy,conditional,0.5,conditional,0.5,0.67,"Authority exists but is conditional, ambiguous, or mediated by an enabling instrument.",conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"El habilitante jurídico para instalar biodigestores en predios rurales es la Ley 20.936 (para la generación eléctrica a partir de biogás), la normativa ambiental y sanitaria aplicable (evaluación SAG/SMA según escala), y la Ley 18.695 art. 4° para el rol promotor del municipio. La Ley 21.305 opera como marco de política de eficiencia y ERNC, reforzando la alineación sectorial, pero no constituye habilitación concreta para la instalación de biodigestores en sí. La Ley 18.695 art. 4° habilita al municipio a promover el desarrollo agropecuario local. El municipio puede ser promotor y facilitador del acceso a subsidios del Ministerio de Energía y del INDAP para instalaciones en predios de pequeños agricultores. Para predios propios, la competencia es directa. Para predios privados, el municipio actúa como articulador. Titularidad 50: directa para predios propios, facilitador para privados. Restricciones 50: coordinación con INDAP, SAG y Ministerio de Energía. Alineación 100: plena con política de ERNC y desarrollo rural.",2026-04-30,expert review,SSG,Ley 21.305 Eficiencia Energética — BCN,Ley 18.695 (LOCM) — BCN,Potestades Minenergia,INDAP — Fomento Productivo,CNE — Biomasa y Biogás,
icare_0035,Enhance industrial energy efficiency processes,Mejorar los procesos de eficiencia energética industrial,stationary_energy,blocked,0.16,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"Idéntico análisis que c40_0013 y c40_0018. La mejora de procesos industriales es decisión de la empresa privada, regulada por la Ley 21.305 para grandes consumidores, administrada por la CNE. El municipio no tiene competencia sobre los procesos internos de las industrias privadas. Su rol se limita a la promoción y facilitación del cumplimiento de la norma nacional. Titularidad 0: sin competencia sobre procesos industriales privados. Restricciones 50: DOM puede actuar en permisos de edificación para obras. Alineación 100: plena con política de EE industrial.",2026-04-30,expert review,SSG,Ley 21.305 Eficiencia Energética — BCN,Ley 18.695 (LOCM) — BCN,Potestades Minenergia,CNE — Eficiencia Energética,,
icare_0040,Deploy energy-efficient and solar-powered street lighting across all neighborhoods,Desplegar alumbrado público eficiente en el uso de energía y alimentado por energía solar en todos los vecindarios,stationary_energy,enabled,1.0,enabled,1.0,0.67,Municipality has explicit legal authority to act directly.,enabled,1.0,0.33,No legal restrictions; no additional authorization required.,"La Ley 18.695 art. 3° letra d) establece el alumbrado público como función privativa municipal — es una de las pocas funciones exclusivas del municipio establecidas expresamente en la LOCM. El DL 3.063 (Rentas Municipales) art. 6° y siguientes regulan el financiamiento del alumbrado público. La Ley 21.305 promueve la eficiencia energética en alumbrado público como componente del Plan Nacional de EE. El municipio tiene competencia directa, exclusiva y plena — no requiere autorización de ningún otro nivel de gobierno. La coordinación con la empresa distribuidora es técnica, no decisional. Titularidad 100: función privativa municipal. Restricciones 100: sin restricciones jurídicas — plena autonomía. Alineación 100: plena con Ley 21.305 y Plan Nacional de EE.",2026-04-30,expert review,SSG,Ley 18.695 (LOCM) — BCN,Ley 21.305 Eficiencia Energética — BCN,DL 3.063 Rentas Municipales — BCN,Agencia Sostenibilidad Energética,Potestades Minenergia,
icare_0049,Develop regional hubs for renewable energy production,Desarrollar centros regionales para la producción de energía renovable,stationary_energy,blocked,0.0,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,blocked,0.0,0.33,"There is a legal prohibition/restriction, or legal reform is needed.","La Ley 20.936 y la Ley 21.185 habilitan la generación renovable. Sin embargo, parques de energía de escala regional requieren ingreso al SEIA (Ley 19.300), autorización de la CNE y la SEC, y gestión de derechos de suelo y transmisión. Los municipios no tienen competencia regulatoria sobre la generación eléctrica a escala regional. Pueden actuar como propietarios del suelo en que se instale un proyecto o como participantes en asociaciones con privados, pero no pueden liderar proyectos de esta magnitud. Conforme al DFL 1/2005 art. 17 y 18, este tipo de iniciativas corresponde al liderazgo del GORE y el Ministerio de Energía. Titularidad 0: sin competencia sobre generación eléctrica a escala. Restricciones 0: regulación íntegramente nacional y SEIA obligatorio. Alineación 100: alineado con política de ERNC pero fuera del ámbito municipal.",2026-04-30,expert review,SSG,Ley 20.936 Transmisión Eléctrica — BCN,Ley 19.300 SEIA — BCN,Ley 21.185 Generación Distribuida — BCN,Potestades Minenergia,Potestades GORE RM,
icare_0104,Adopt hybrid renewable energy systems (solar-wind),Adoptar sistemas híbridos de energía renovable (solar-eólica),stationary_energy,conditional,0.5,conditional,0.5,0.67,"Authority exists but is conditional, ambiguous, or mediated by an enabling instrument.",conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"La Ley 20.936 y la Ley 21.185 habilitan la generación renovable híbrida. Para activos municipales propios (edificios, predios rurales), la competencia es directa conforme a la Ley 18.695 art. 5°. Para proyectos comunitarios o de mayor escala, aplican los mismos requisitos que icare_0049 (SEIA si superan umbrales, autorización CNE y SEC). La Ley 21.305 establece el marco de política de eficiencia y ERNC para el sector público, operando como refuerzo de alineación; la habilitación jurídica para instalar sistemas híbridos en activos propios proviene de Ley 20.936 y Ley 21.185, no de la Ley 21.305, que no crea competencias de generación. El municipio puede instalar sistemas híbridos en sus dependencias y en APR rurales bajo su administración sin autorización adicional. Titularidad 50: directa para activos propios, condicionada para escala mayor. Restricciones 50: requiere cumplir normas CNE y potencialmente SEIA. Alineación 100: plena con política de ERNC y Ley 21.305.",2026-04-30,expert review,SSG,Ley 20.936 Transmisión Eléctrica — BCN,Ley 21.185 Generación Distribuida — BCN,Ley 21.305 Eficiencia Energética — BCN,Potestades Minenergia,CNE — Energías Renovables,
icare_0105,Reduce technical losses in energy distribution networks,Reducir las pérdidas técnicas en las redes de distribución de energía,stationary_energy,blocked,0.0,blocked,0.0,0.67,Authority belongs to another level of government; municipality cannot act alone.,blocked,0.0,0.33,"There is a legal prohibition/restriction, or legal reform is needed.","Las redes de distribución eléctrica son operadas por empresas concesionarias reguladas por la CNE y la SEC conforme a la Ley 18.410 (Ley SEC) y la Ley 20.936. Los municipios no tienen ninguna competencia sobre las redes de distribución. No existe habilitación legal para que un municipio intervenga en la operación, mantenimiento o planificación de las redes de distribución de las empresas concesionarias. La reducción de pérdidas técnicas es responsabilidad exclusiva de las distribuidoras, bajo fiscalización de la SEC. Titularidad 0: sin competencia municipal. Restricciones 0: regulación íntegramente de SEC/CNE y distribuidoras. Alineación 100: alineado con política de eficiencia pero fuera del ámbito municipal.",2026-04-30,expert review,SSG,Ley 18.410 SEC — BCN,Ley 20.936 Transmisión Eléctrica — BCN,Potestades Minenergia,CNE — Regulación,,
icare_0120,"Implement energy efficiency criteria and indicators in the procurement of goods, services, or works by the municipal public administration.","Implementar criterios e indicadores de eficiencia energética en la adquisición de bienes, servicios u obras por parte de la administración pública municipal.",stationary_energy,enabled,1.0,enabled,1.0,0.67,Municipality has explicit legal authority to act directly.,enabled,1.0,0.33,No legal restrictions; no additional authorization required.,"La Ley 19.886 (Compras Públicas) y su Reglamento (DS 250/2004) permiten incorporar criterios de sustentabilidad en la evaluación de licitaciones. La Ley 19.886 (Compras Públicas) y su Reglamento (DS 250/2004) son el habilitante directo para incorporar criterios de sustentabilidad en licitaciones — no requieren de la Ley 21.305 como habilitación adicional. La Ley 21.305 art. 10° establece el estándar de referencia de eficiencia energética para organismos de la Administración del Estado; los municipios, como corporaciones autónomas, no son obligados directos de esa norma, pero pueden alinearse voluntariamente con ese estándar al incorporar criterios EE en sus bases de licitación, reforzando la coherencia con la política nacional de eficiencia energética. La Ley 18.695 art. 5° habilita al municipio para administrar sus recursos de forma eficiente. El municipio tiene plena competencia para incorporar criterios EE en sus bases de licitación sin autorización adicional. Titularidad 100: decisión interna de gestión municipal. Restricciones 100: la Ley 19.886 habilita sin restricciones; la Ley 21.305 refuerza la coherencia con la política nacional de EE como referencia técnica, no como obligación directa. Alineación 100: plena con política nacional de EE y compras sustentables. El Programa HuellaChile del MMA (Propuesta 4.13 del CNDU 2021) permite al municipio reportar sus compras sustentables como parte de la gestión de GEI municipal, reforzando la alineación con el sistema nacional de monitoreo de carbono neutralidad.",2026-04-30,expert review,SSG,Ley 19.886 Compras Públicas — BCN,Ley 21.305 Eficiencia Energética — BCN,Ley 18.695 (LOCM) — BCN,ChileCompra — Compras Sustentables,Agencia Sostenibilidad Energética,
icare_0137,Replace Inefficient Lighting with LED Technology in Public Spaces,Reemplazar la iluminación ineficiente por tecnología LED en espacios públicos,stationary_energy,enabled,1.0,enabled,1.0,0.67,Municipality has explicit legal authority to act directly.,enabled,1.0,0.33,No legal restrictions; no additional authorization required.,"La Ley 18.695 art. 3° letra d) establece el alumbrado público como función privativa municipal — idéntica base que icare_0040. El municipio tiene competencia directa, exclusiva y plena sobre el alumbrado en su territorio. La Ley 21.305 y el DS 174/2020 refuerzan la obligación de eficiencia energética en organismos públicos. El Plan Nacional de EE 2022-2026 incluye metas específicas de recambio de alumbrado público a tecnología LED a nivel nacional. Titularidad 100: función privativa municipal. Restricciones 100: sin restricciones — plena autonomía. Alineación 100: plena con Ley 21.305 y Plan Nacional de EE.",2026-04-30,expert review,SSG,Ley 18.695 (LOCM) — BCN,Ley 21.305 Eficiencia Energética — BCN,DS 174/2020 Ministerio Energía — BCN,Agencia Sostenibilidad Energética,Potestades Minenergia,
ipcc_0074,Promote compact urban form through spatial planning,Promover una forma urbana compacta mediante la planificación espacial,stationary_energy,conditional,0.5,conditional,0.5,0.67,"Authority exists but is conditional, ambiguous, or mediated by an enabling instrument.",conditional,0.5,0.33,Moderate legal risk; may require prior authorization or face potential legal challenge.,"Análogo a ipcc_0001 (transporte). La LGUC (DFL 458/1975 MINVU) y la OGUC (DS 47/1992 MINVU) habilitan al municipio para elaborar el Plan Regulador Comunal (PRC), habilitado por la Ley 18.695 art. 3° letra b). La forma urbana compacta reduce la demanda energética de transporte y climatización — componente de mitigación en sector stationary energy. Sin embargo, la aprobación del PRC requiere pronunciamiento del Consejo Regional (art. 36 letra c) DFL 1/2005) y coherencia con el PROT del GORE (art. 17 letra a) DFL 1/2005). La LMCC (Ley 21.455) art. 9° y el DFL 1/2005 art. 16 letra o) vinculan la planificación territorial a la gestión del cambio climático regional. Titularidad 50: elabora el PRC pero no lo aprueba unilateralmente. Restricciones 50: proceso multiactor con múltiples aprobaciones obligatorias. Alineación 100: plena con LMCC y política nacional de mitigación. El CNDU 2021 (Propuesta 4.4) señala que el art. 28° decies de la LGUC requiere reglamentación para definir el principio de eficiencia energética en planificación territorial, lo que confirma que el instrumento habilitante existe pero su alcance normativo concreto está aún en desarrollo — fundamento adicional para el puntaje de Restricciones 50. La LMCC (Ley 21.455) art. 9° y el art. 28° decies de la LGUC intentan vincular la planificación territorial con los objetivos climáticos, exigiendo que los IPT incorporen criterios de eficiencia energética y cambio climático. Sin embargo, el art. 28° decies carece de desarrollo reglamentario que lo operacionalice, y la LMCC no modifica el procedimiento de aprobación del PRC ni reduce los actores con poder de veto. El vínculo entre planificación territorial y acción climática es, en el marco normativo actual, más programático que operativo.",2026-04-30,expert review,SSG,LGUC — DFL 458/1975 MINVU — BCN,OGUC — DS 47/1992 MINVU — BCN,Ley 18.695 (LOCM) — BCN,LMCC — Ley 21.455 — BCN,Potestades GORE RM — Gobierno Santiago,
icare_0001,Improve heat and energy recovery,Mejorar la recuperación de calor y energía,ippu,,,,,,,,,,,,2026-04-30,expert review,SSG,,,,,,
icare_0034,Improve Fuel Supply Systems for Industrial Heating,Mejorar los sistemas de suministro de combustible para la calefacción industrial,ippu,,,,,,,,,,,,2026-04-30,expert review,SSG,,,,,,
icare_0071,Increase efficiency of industrial furnaces and kilns,Aumentar la eficiencia de los hornos y calderas industriales,ippu,,,,,,,,,,,,2026-04-30,expert review,SSG,,,,,,
