id,opportunity_id,opportunity_name,source_actor_name,source_actor_type,instrument_type,geographic_scope,eligible_actor_types,gpc_sector,sector_scope,status,application_window,source_url,provider_actor_id,notes_internal,last_updated,Doc_Source,Grupo_Duplicado,Desición 
73,CHL_ED_080,Sector Equipamiento Social y Comunitario,Dirección de Arquitectura,national_government,grant,Chile national,"public_agency, private","Stationary Energy – Commercial/Public Buildings, Stationary Energy – Energy Supply","buildings, energy",recurring,No especificado,No especificado,No especificado,- Vínculo ED: Equipamiento podría relacionarse con energía distrital | - Barrera: Alta percepción de riesgo de inversionistas y desarrolladores | Tabla 2.2 | tipo original: Plan.,2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,63,Son lo mismo
74,CHL_ED_081,Plan de infraestructura en Asociación Público-Privada 2022-2026,Dirección General de Concesiones de Obras Públicas,national_government,blended,Chile national,"ppp, public_agency, private",Stationary Energy – Energy Supply,energy,recurring,No especificado,No especificado,No especificado,- Vínculo ED: Infraestructura podría incluir energía distrital | - Barrera: Necesidad de subsidios | Tabla 2.2 | tipo original: Plan.,2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,64,Son lo mismo
75,CHL_ED_082,Subt 31. Iniciativas de Inversión,Dirección de Arquitectura,national_government,grant,Chile national,"public_agency, private",Stationary Energy – Energy Supply,energy,recurring,No especificado,No especificado,No especificado,- Vínculo ED: Financiamiento podría incluir energía distrital ; - Barrera: Alto costo de desarrollo de proyectos en etapas de pre-inversion,2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx,65,No es lo mismo
76,CHL_ED_083,Subt 33. A otras entidades públicas,Fondo de Infraestructura para el Desarrollo,national_government,grant,Chile national,"public_agency, private","Stationary Energy – Energy Supply, Stationary Energy – Industry",energy,recurring,No especificado,No especificado,No especificado,- Vínculo ED: Esta fuente de financiamiento puede apalancar recursos para la construcción y operación de | - Barrera: Alto costo de desarrollo de proyectos en etapas de pre-inversion | Tabla 2.1 | tipo original: Transferencias de capital | monto: 492.216 MM$.,2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,66,Son lo mismo
77,CHL_ED_084,Dirección General de Concesiones de Obras Públicas Subt 31. Iniciativas de Inversión,Dirección General de Concesiones de Obras Públicas,national_government,grant,Chile national,"public_agency, private","Stationary Energy – Energy Supply, Stationary Energy – Industry",energy,recurring,No especificado,No especificado,No especificado,- Vínculo ED: Esta fuente de financiamiento puede apalancar recursos para la construcción y operación de ; - Barrera: Alto costo de desarrollo de proyectos en etapas de pre-inversion,2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx,,
78,GEF_AH_NC_BUR_BTR,"GEF – Actividades Habilitantes (NC, BUR, BTR)",GEF,multilateral_agency,grant,global,national,"Stationary Energy, Transportation, Waste, IPPU, AFOLU",cross_sector,recurring,No especificado,https://unfccc.int,No especificado,Relevancia A. Actividades habilitantes para inventarios y reportes climáticos; cubre todos los sectores e incluye AFOLU.,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
79,GEF_CBIT,GEF – Capacity-Building Initiative for Transparency (CBIT),GEF,multilateral_agency,grant,global,national,"Stationary Energy, Transportation, Waste, IPPU, AFOLU",cross_sector,recurring,No especificado,https://www.thegef.org,No especificado,Fortalecimiento de capacidades de transparencia climática; incluye AFOLU. Relevancia A.,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
80,GCF_READINESS,Green Climate Fund (GCF) – Readiness Programme,GCF Secretariat,multilateral_agency,grant,global,national,"Stationary Energy, Transportation, Waste, IPPU, AFOLU",cross_sector,recurring,No especificado,https://www.greenclimate.fund,No especificado,Asistencia preparatoria para planificación climática y MRV/NDC en todos los sectores. Relevancia B.,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
81,GCF_GENERAL,Green Climate Fund (GCF) –,GCF,multilateral_agency,blended,global,"national, private, public_agency, ppp","Stationary Energy, AFOLU",cross_sector,recurring,No especificado,https://www.greenclimate.fund,No especificado,Financiamiento climático con donaciones y préstamos concesionales; el nombre del instrumento aparece incompleto en la fuente. Relevancia B.,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
82,CIF_FIP,Climate Investment Funds (CIF) – Forest Investment Program (FIP),Banco Mundial (CIF Admin Unit),multilateral_agency,blended,global,"national, public_agency",AFOLU,other,recurring,No especificado,No especificado,No especificado,"Enfoque en bosques y REDD+ | AFOLU forestal, no agro directo. Relevancia C. | • Orientado a reducir def",2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx | P1. Copy of Opciones de financiamiento para la mejora de los INGEI MRV.pptx,67,Son lo mismo
83,MITIGATION_ACTION_FACILITY,Mitigation Action Facility,"UK, Alemania, UE, Dinamarca (Secretaría: GIZ & KfW)",bilateral_agency,grant,"global, Latin America","municipal, national, public_agency","Stationary Energy, Transportation, AFOLU, Waste, Stationary Energy – Industry",cross_sector,recurring,No especificado,https://mitigation-action.org/fileadmin/user_upload/6th_Call_General__Information_Document_Spanish.pdf,No especificado,Fondo multi-donante para implementación de acciones de mitigación | AFOLU elegible. Relevancia B. | • Donaciones combinadas con asistencia técnica • Financiamiento de implementación para proyectos NAMA | Implementa NAMAs con mezcla de inversiones piloto y reformas de política. El reporte indica postulación vía municipios alineada con planes nacionales. | • Financia proyectos demostrativos de mitigación • Incluye MRV sectorial para emisiones • Menciona National Plans and Strategies Program y CH4D,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx | B4. Copy of Financiamiento PACCC.xlsx | I7. Copy of Informe 3_IDB PACCC Mejillones y La Higuera (v2)_ENVIADO (1).docx | P1. Copy of Opciones de financiamiento para la mejora de los INGEI MRV.pptx,68,Son lo mismo
84,BID_NDC_INVEST,BID – NDC Invest & Cooperaciones técnicas climáticas,Banco Interamericano de Desarrollo,multilateral_agency,blended,Latin America,No especificado,"Stationary Energy, AFOLU",cross_sector,recurring,No especificado,https://ndc-lac.org,No especificado,Combina préstamos y asistencia técnica climática; agricultura incluida. Relevancia B.,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
85,WORLD_BANK_MRV,Banco Mundial – Fondos y Proyectos de MRV,Banco Mundial (IBRD/IDA),multilateral_agency,blended,global,No especificado,"Stationary Energy, Transportation, Waste, IPPU, AFOLU",cross_sector,recurring,No especificado,No especificado,No especificado,Fondos fiduciarios y préstamos para MRV y clima transversal; incluye AFOLU. Relevancia B.,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
86,CAF_CLIMATE_AT,CAF – Iniciativas climáticas y AT verde,CAF (Development Bank of LA),multilateral_agency,blended,Latin America,No especificado,AFOLU,cross_sector,recurring,No especificado,No especificado,No especificado,Iniciativas climáticas y cooperación técnica; la fuente señala enfoque multisector e inclusión agro/forestal. Relevancia C/B.,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
87,FAO_ETF_AGRICULTURE,FAO – Programa de Transparencia en Agricultura (ETF),FAO (Climate Change division),multilateral_agency,technical_assistance,global,No especificado,AFOLU,other,recurring,No especificado,https://www.fao.org,No especificado,"Asistencia técnica para agricultura, bosques y usos de suelo; AFOLU. Relevancia A.",2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
88,PNUD_CLIMATE_PROMISE,PNUD – Climate Promise & programas de bajas emisiones,PNUD (Climate),multilateral_agency,technical_assistance,global,No especificado,AFOLU,cross_sector,recurring,No especificado,No especificado,No especificado,Programas de NDC y planificación climática; la fuente indica carácter multisector con inclusión de agro. Relevancia B.,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
89,PNUMA_ICAT,PNUMA – ICAT & redes de transparencia,PNUMA / UNOPS (ICAT TF),multilateral_agency,technical_assistance,global,No especificado,"Stationary Energy, Transportation, Waste, IPPU, AFOLU",cross_sector,recurring,No especificado,No especificado,No especificado,Asistencia técnica para transparencia y mitigación multisector; incluye AFOLU. Relevancia B.,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
90,GLOBAL_METHANE_HUB,Global Methane Hub (GMH),GMH (proyecto del Windward Fund),ngo/foundation,grant,global,No especificado,"Stationary Energy, Waste, AFOLU",cross_sector,recurring,No especificado,https://globalmethanehub.org,No especificado,"Donaciones para metano en agricultura/ganadería, residuos y energía. Relevancia A.",2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
91,BEZOS_EARTH_FUND_MONITORING,Bezos Earth Fund – Monitoring & Data (climate),Bezos Earth Fund (Jeff Bezos),ngo/foundation,grant,global,"public_agency, ngo","Stationary Energy, AFOLU",cross_sector,recurring,No especificado,https://www.bezosearthfund.org,No especificado,Donaciones para monitoreo y datos climáticos; prioridades en naturaleza y energía. Relevancia B.,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
92,UK_PACT,UK PACT (Partnering for Accelerated Climate Transitions),UK BEIS – administrado por PwC,bilateral_agency,grant,global,No especificado,AFOLU,cross_sector,recurring,No especificado,https://www.ukpact.co.uk,No especificado,Grants para proyectos climáticos; la fuente indica carácter multisector e inclusión AFOLU/MRV. Relevancia A en países objetivo.,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
93,IKI,IKI – International Climate Initiative (Alemania),"GIZ, KfW (implementadores)",bilateral_agency,grant,"global, Latin America","ngo, academia, public_agency, municipal","AFOLU, Stationary Energy, Transportation, Waste",cross_sector,recurring,No especificado,No especificado,No especificado,"Donaciones para mitigación y adaptación | la fuente explicita componente forestal y AFOLU/MRV. Relevancia A/B. | Programa climático del gobierno alemán que financia proyectos a gran escala ejecutados por GIZ y otros organismos. El reporte indica postulación por ONG, universidades y organismos internacionales.",2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx | I7. Copy of Informe 3_IDB PACCC Mejillones y La Higuera (v2)_ENVIADO (1).docx,69,Son lo mismo
94,EUROCLIMA_TEAM_EUROPE,EUROCLIMA / Team Europe (UE en ALC),"Comisión Europea (DG INTPA) + agencias (GIZ, AECID, etc.)",bilateral_agency,grant,Latin America,No especificado,"Stationary Energy, AFOLU",cross_sector,recurring,No especificado,No especificado,No especificado,"Donaciones para asistencia técnica y pilotos; la fuente menciona ciudades, bosques, agricultura, energía y transparencia. Relevancia B.",2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx,,
95,CLIMATE_SUPPORT_FACILITY_CSF,Climate Support Facility (CSF),Climate Support Facility (CSF),other,technical_assistance,global,"national, public_agency",No especificado,cross_sector,recurring,No especificado,No especificado,No especificado,Instrumento listado en la fuente sin información adicional. | • Busca acelerar la transición hacia economías bajas en carbono • Apoya estrategias climáticas y políticas macro • Puede incluir asistencia técnica para MRV en NDC,2026-03-19,B2. Copy of Fuentes de Financiamiento INGEI Agricultura.xlsx | P1. Copy of Opciones de financiamiento para la mejora de los INGEI MRV.pptx,70,Son lo mismo
101,ODEPA_AGRI_013,Fondo de Producción Limpia,Agencia de Sustentabilidad y Cambio Climático (ASCC),national_government,grant,"Chile national, Chile regional","public_agency, private, municipal, ngo","AFOLU, Stationary Energy – Industry, Waste",cross_sector,recurring,Líneas 1 a 5 ventanilla abierta; Línea 6 con plazo definido para postulación,https://ascc.cl/pagina/fondo_de_produccion_limpia,No especificado,"aplicable el fondo de producción limpia | Cofinancia acuerdos de producción limpia, proyectos territoriales, cambio climático y transferencia de tecnologías limpias. El informe lo relaciona con acuerdos sectoriales y adopción tecnológica. | p. 18 | se presenta como fuente pública bajo CORFO-ASCC-ASE",2026-03-19,"B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx | G3. Copy of FINANCIAMIENTO-CLIMATICO.pdf, p. 18 :contentReference[oaicite:10]{index=10} | estructura: Funding Database (Vocabulary).docx :contentReference[oaicite:11]{index=11}",21,Son lo mismo
115,ODEPA_AGRI_027,Crédito mipyme,CORFO,national_government,loan,Chile national,private,"Stationary Energy, Stationary Energy – Energy Supply, Waste","energy, waste, cross_sector",recurring,No especificado,https://www.corfo.cl/sites/cpp/convocatorias/credito_verde,ACTOR_CORFO,"Programa de financiamiento, a través de instituciones financieras participantes, para potenciar el desarrollo | aplicable por economia circular | Tabla 2.2 | tipo original: Instrumento.",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,25,Son lo mismo
117,ODEPA_AGRI_029,Subt.24 Comité Agroseguros - Subvención Primas (069),CORFO,national_government,grant,Chile national,private,AFOLU,other,recurring,No especificado,https://www.agroseguros.gob.cl/,No especificado,"El Comité de Seguros del Agro, “Agroseguros”, es una entidad creada por el Consejo de CORFO el año 2000, con; Acotado a subgrupo que no tenemos información de magnitud. Posibleme",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,43,Son lo mismo
124,ODEPA_AGRI_036,"Subt 24. A Organismos Internacionales (07), Fondo Latinoamericano de Arroces para Riego (002)",Subsecretaría de Agricultura,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,38,Son lo mismo
125,ODEPA_AGRI_037,Subt 24. Al Sector Privado (01),Subsecretaría de Agricultura,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,45,Son lo mismo
126,ODEPA_AGRI_038,"Subt 24. Al Sector Privado (01), Alianzas Productivas (009)",INDAP,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,71,Son lo mismo
128,ODEPA_AGRI_040,"Subt 24. Al Sector Privado (01), Asesoría para Comercialización (012)",INDAP,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,34,Son lo mismo
129,ODEPA_AGRI_041,"Subt 24. Al Sector Privado (01), Asesoría para Comercialización (421)",INDAP,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,36,Son lo mismo
130,ODEPA_AGRI_042,"Subt 24. Al Sector Privado (01), Programa de Desarrollo de Acción Local (416)",INDAP,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,31,Son lo mismo
131,ODEPA_AGRI_043,"Subt 24. Al Sector Privado (01), Programa de Desarrollo Territorial Indígena (407)",INDAP,national_government,grant,Chile national,community_org,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,30,Son lo mismo
132,ODEPA_AGRI_044,"Subt 24. Al Sector Privado (01), Programa de Transición a la Agricultura Sostenible (015)",INDAP,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,32,Son lo mismo
133,ODEPA_AGRI_045,"Subt 24. Al Sector Privado (01), Programa de Transición a la Agricultura Sostenible (423)",INDAP,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,33,Son lo mismo
134,ODEPA_AGRI_046,"Subt 24. Al Sector Privado (01), Servicios de Asesoría Técnica (013)",INDAP,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,35,Son lo mismo
135,ODEPA_AGRI_047,"Subt 24. Al Sector Privado (01), Servicios de Asesoría Técnica (415)",INDAP,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,38,Son lo mismo
136,ODEPA_AGRI_048,"Subt 24. Al Sector Privado (01), Servicios Desarrollo de Capacidades Productivas y Empresariales (407)",INDAP,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,37,Son lo mismo
137,ODEPA_AGRI_049,"Subt 32. Préstamos (04), Corto Plazo (004)",INDAP,national_government,loan,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,42,Son lo mismo
138,ODEPA_AGRI_050,"Subt 32. Préstamos (04), Largo Plazo (005)",INDAP,national_government,loan,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,39,Son lo mismo
139,ODEPA_AGRI_051,"Subt 33. Al Sector Privado (01), Programa de Desarrollo de Acción Local (006)",INDAP,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,40,Son lo mismo
140,ODEPA_AGRI_052,"Subt 33. Al Sector Privado (01), Programa de Desarrollo Territorial Indígena (007)",INDAP,national_government,grant,Chile national,community_org,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,41,Son lo mismo
141,ODEPA_AGRI_053,"Subt 33. Al Sector Privado (01), Programa Desarrollo Inversiones (002)",INDAP,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,72,Son lo mismo
142,ODEPA_AGRI_054,Programa de Desarrollo Ganadero,SAG,national_government,other,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,26,Son lo mismo
143,ODEPA_AGRI_055,Vigilancia y Control Silvoagricola,SAG,national_government,other,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,,
144,ODEPA_AGRI_056,"Subt 24. Al Sector Privado (01), Sistema de Incentivos Ley N° 20.412 (404)",SAG,national_government,grant,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,46,Son lo mismo
145,ODEPA_AGRI_057,Programa de Manejo del Fuego,CONAF,national_government,other,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,144,Son lo mismo
146,ODEPA_AGRI_058,Áreas Silvestres Protegidas,CONAF,national_government,other,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,145,Son lo mismo
148,ODEPA_AGRI_060,"Subt 24. Al sector privado (01), Programa de Capacitación en Oficios (011)",SENCE,national_government,grant,Chile national,other,No especificado,No especificado,recurring,No especificado,No especificado,No especificado,Financiar programas de capacitación en oficios; En el entendido que esto va a financiar programas en alianza con terceros (coordinado con INDAP),2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,48,Son lo mismo
158,ODEPA_AGRI_070,Banagro,Banagro,private_sector,other,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,No especificado,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,47,Son lo mismo
159,ODEPA_AGRI_071,Crédito para Recuperación de Suelos,Banco Estado,national_government,loan,Chile national,private,AFOLU,other,recurring,No especificado,https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/mundo-verde/mundo-verde-empresas---bancoestado-personas.html#/,No especificado,Financiamiento flexible para la Inversión le permite obtener el capital para financiar tus necesidades de inve | Financiamiento flexible para inversión. El informe lo prioriza como fuente potencial para inversiones agrícolas asociadas a sostenibilidad y mitigación.,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,50,Son lo mismo
160,ODEPA_AGRI_072,COOPEUMO,COOPEUMO,private_sector,blended,Chile national,private,AFOLU,other,recurring,No especificado,No especificado,No especificado,Creditos y asistencia tecnica para cooperados entre otras materias,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,,
161,ODEPA_AGRI_073,Doble Impacto / Banca Etica,Doble Impacto / Banca Etica,private_sector,loan,Chile national,No especificado,No especificado,No especificado,recurring,No especificado,No especificado,No especificado,Creditos,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,,
162,ODEPA_AGRI_074,Fis Ameris,Fis Ameris,private_sector,equity,Chile national,No especificado,No especificado,No especificado,recurring,No especificado,No especificado,No especificado,Inversion de Impacto,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,73,Son lo mismo
163,ODEPA_AGRI_075,Rabofinance,Rabofinance,private_sector,loan,Chile national,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,Creditos y derivados,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,73,Son lo mismo
164,ODEPA_AGRI_076,Sembrador Agricultural Investment,Sembrador Agricultural Investment,private_sector,equity,Chile national,No especificado,AFOLU,other,recurring,No especificado,https://www.sembradorcapital.com/index,No especificado,"Con más de 17 años en el mercado, Sembrador se ha posicionado como la primera administradora de inversiones ag; no creo estos proyectos califiquen como de alto riesgo / alto re",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,74,No es lo mismo
165,ODEPA_AGRI_077,Sudamerik S.A.,Sudamerik S.A.,private_sector,equity,Chile national,private,No especificado,No especificado,recurring,No especificado,No especificado,No especificado,"Invertirá en empresas con especial foco en impacto social y medioambiental, que logren al menos 80 puntos en l",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,74,No es lo mismo
166,ODEPA_AGRI_078,Food Systems Integrated Program,GEF - Global Environmental Facility Trust Fund,multilateral_agency,grant,global,"national, public_agency",AFOLU,"other, cross_sector",recurring,Información sobre convocatorias disponible en el portal GEF,https://www.thegef.org/sites/default/files/2023-05/GEF_IP_FoodSystems_2023_05.pdf,No especificado,"GEF es un fondo levantado por países donantes de la UNFCCC. Entre otros objetivos, busca implementar prácticas | Programa orientado a agricultura sostenible/regenerativa, reducción del impacto del ganado y otras intervenciones en sistemas alimentarios. El informe lo prioriza para mitigación agrícola.",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,75,No es lo mismo
167,ODEPA_AGRI_079,Programa país a través del Ministerio de Hacienda,Green Climate Fund (GCF),multilateral_agency,grant,global,"public_agency, national",AFOLU,cross_sector,recurring,No especificado,https://fondoverde.hacienda.cl/programa-pais,No especificado,GCF es un fondo levantado por países donantes de la UNFCCC para apoyar a los países en desarrollo a aumentar y,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,76,No es lo mismo
168,ODEPA_AGRI_080,Plan de acción 2021-2025,Banco Interamericano del Desarrollo (BID),multilateral_agency,blended,Latin America,"public_agency, national",AFOLU,cross_sector,open,No especificado,No especificado,No especificado,"Entre las metas del plan de acción, se incluye:""Aumentar el número de operaciones que apoyan la agricultura, l",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,77,No es lo mismo
169,ODEPA_AGRI_081,Crédito financiero,Banco Holandés de Desarrollo Empresarial,multilateral_agency,loan,global,No especificado,AFOLU,other,recurring,No especificado,No especificado,No especificado,Invertir en toda la cadena de valor de los agronegocios -entre otras líneas de financiamiento- para mejorar la,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,77,No es lo mismo
170,ODEPA_AGRI_082,Crédito financiero,International Finance Corporation (IFC) del Banco Mundial,multilateral_agency,loan,global,private,No especificado,cross_sector,recurring,No especificado,No especificado,No especificado,"IFC ayuda a crear mercados para negocios climáticos en muchos países, utilizando su propio capital, experienci",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,78,No es lo mismo
171,ODEPA_AGRI_083,Global Methane Hub,Global Methane Hub,ngo/foundation,other,"Chile national, global","municipal, national, public_agency","AFOLU, Waste, Stationary Energy – Energy Supply","other, waste, energy, cross_sector",recurring,No especificado,No especificado,No especificado,"En Agricultura, reducir significativamente las huellas de emisiones de metano de cadenas mundiales de suministr | • Coalición filantrópica con US$300 millones comprometidos | • Puede financiar estudios de factibilidad para proyectos que reduzcan emisiones de metano. | • Iniciativa filantrópica lanzada en 2021 • Busca catalizar reducción de metano de 30% al 2030 • Financia mejoras de inventarios y MRV",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx | P1. Copy of Opciones de financiamiento para la mejora de los INGEI MRV.pptx,78,No es lo mismo
172,ODEPA_AGRI_084,Bonos sostnibles de la República de Chile (Bonos verdes),Ministerio de Hacienda,national_government,other,Chile national,public_agency,"Transportation, Stationary Energy – Energy Supply, Stationary Energy – Commercial/Public Buildings, AFOLU","transport, energy, buildings, other",recurring,No especificado,No especificado,No especificado,"Financiar proyectos en las siguientes 6 categorías (categorías elegibles verdes): (1) Transportes limpios, (2",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,,
173,ODEPA_AGRI_085,Instrumentos de deuda Proyectos GEF Organización acreditada ante GCF,CAF - Banco de Desarrollo de América Latina y el Caribe,multilateral_agency,blended,"Latin America, Chile national","private, public_agency, national",AFOLU,cross_sector,recurring,No especificado,No especificado,No especificado,"Apoyan a sus países accionistas y sectores privados en la transición hacia economías bajas en carbono, ofrecie",2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,79,No es lo mismo
174,ODEPA_AGRI_086,Múltiples proyectos,Gobierno de Alemania,bilateral_agency,grant,Chile national,"public_agency, private, academia, ngo, community_org",No especificado,cross_sector,recurring,No especificado,https://www.giz.de/en/worldwide/24902.html,No especificado,Proyectos de mitigación y adaptación,2026-03-19,B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx,79,No es lo mismo
